"source","target","weight"
2,1,1
228,1,1
468,1,1
501,1,1
510,1,1
560,1,1
575,1,1
1,2,1
510,2,1
518,2,1
575,2,1
120,3,1
178,3,1
196,3,1
317,3,1
398,3,1
67,4,1
227,4,1
325,4,1
383,4,1
14,5,1
31,5,1
104,5,1
324,5,1
355,5,1
397,5,1
407,5,1
469,5,1
492,5,1
520,5,1
559,5,1
213,6,1
576,6,1
3,7,1
11,7,1
43,7,1
194,7,1
235,7,1
317,7,1
356,7,1
442,7,1
483,7,1
509,7,1
583,7,1
22,8,1
136,8,1
322,8,1
48,9,1
69,9,1
106,9,1
152,9,1
230,9,1
247,9,1
319,9,1
325,9,1
328,9,1
380,9,1
383,9,1
530,9,1
540,9,1
7,11,1
67,11,1
278,11,1
302,11,1
304,11,1
374,11,1
400,11,1
482,11,1
532,11,1
545,11,1
295,12,1
141,13,1
194,13,1
356,13,1
396,13,1
483,13,1
509,13,1
5,14,1
167,14,1
355,14,1
397,14,1
588,14,1
887,14,1
55,15,1
115,15,1
133,15,1
221,15,1
304,15,1
404,15,1
429,15,1
477,15,1
546,15,1
52,16,1
424,16,1
470,16,1
218,17,1
167,18,1
388,18,1
579,18,1
868,18,1
52,19,1
59,19,1
445,19,1
451,19,1
511,19,1
682,19,1
63,20,1
100,20,1
276,20,1
371,20,1
405,20,1
472,20,1
500,20,1
509,20,1
515,20,1
558,20,1
512,21,1
569,21,1
8,22,1
41,22,1
225,22,1
418,22,1
741,22,1
871,22,1
31,23,1
155,23,1
212,23,1
585,23,1
297,24,1
392,24,1
430,24,1
453,24,1
542,24,1
40,25,1
141,25,1
156,25,1
184,25,1
388,25,1
520,25,1
540,25,1
23,26,1
44,26,1
63,26,1
148,26,1
155,26,1
165,26,1
234,26,1
280,26,1
436,26,1
456,26,1
252,27,1
355,27,1
387,27,1
528,27,1
6,28,1
32,28,1
121,28,1
142,28,1
213,28,1
275,28,1
286,28,1
314,28,1
357,28,1
307,29,1
538,29,1
76,30,1
90,30,1
182,30,1
236,30,1
267,30,1
315,30,1
5,31,1
23,31,1
145,31,1
169,31,1
238,31,1
362,31,1
450,31,1
456,31,1
459,31,1
514,31,1
585,31,1
406,32,1
41,33,1
111,33,1
155,33,1
168,33,1
199,33,1
404,33,1
446,33,1
451,33,1
453,33,1
459,33,1
540,33,1
116,34,1
125,34,1
237,34,1
403,34,1
129,35,1
165,35,1
204,35,1
277,35,1
287,35,1
326,35,1
344,35,1
490,35,1
497,35,1
74,36,1
160,36,1
395,37,1
291,38,1
332,38,1
378,38,1
470,38,1
493,38,1
574,38,1
78,39,1
98,39,1
329,39,1
466,39,1
476,39,1
516,39,1
566,39,1
571,39,1
586,39,1
25,40,1
114,40,1
195,40,1
388,40,1
441,40,1
446,40,1
494,40,1
529,40,1
531,40,1
533,40,1
662,40,1
9,41,1
22,41,1
122,41,1
200,41,1
212,41,1
453,41,1
531,41,1
780,41,1
11,42,1
37,42,1
72,42,1
84,42,1
87,42,1
126,42,1
129,42,1
161,42,1
216,42,1
278,42,1
317,42,1
398,42,1
442,42,1
490,42,1
506,42,1
545,42,1
556,42,1
578,42,1
583,42,1
584,42,1
7,43,1
150,43,1
152,43,1
194,43,1
257,43,1
259,43,1
313,43,1
340,43,1
428,43,1
432,43,1
454,43,1
461,43,1
177,44,1
808,44,1
365,45,1
480,45,1
518,45,1
406,46,1
490,46,1
632,46,1
644,46,1
31,47,1
382,47,1
450,47,1
510,47,1
520,47,1
563,47,1
9,48,1
247,48,1
325,48,1
352,48,1
380,48,1
432,48,1
461,48,1
266,49,1
285,49,1
432,49,1
557,49,1
85,50,1
96,50,1
392,50,1
61,51,1
176,51,1
178,51,1
257,51,1
264,51,1
270,51,1
492,51,1
507,51,1
71,53,1
86,53,1
216,53,1
282,53,1
363,53,1
435,53,1
467,53,1
541,53,1
86,54,1
166,54,1
201,54,1
15,55,1
51,55,1
60,55,1
72,55,1
73,55,1
115,55,1
195,55,1
221,55,1
222,55,1
273,55,1
275,55,1
278,55,1
328,55,1
399,55,1
402,55,1
409,55,1
482,55,1
523,55,1
580,55,1
586,55,1
104,56,1
141,56,1
469,56,1
508,56,1
520,56,1
543,56,1
920,56,1
49,57,1
129,57,1
285,57,1
300,57,1
431,57,1
503,57,1
17,58,1
172,58,1
182,58,1
206,58,1
262,58,1
267,58,1
493,58,1
549,58,1
808,58,1
19,59,1
74,59,1
423,59,1
115,60,1
221,60,1
264,60,1
275,60,1
318,60,1
376,60,1
507,60,1
529,60,1
617,60,1
51,61,1
119,61,1
176,61,1
264,61,1
270,61,1
294,61,1
308,61,1
356,61,1
409,61,1
494,61,1
580,61,1
467,62,1
498,62,1
582,62,1
811,62,1
135,63,1
266,63,1
311,63,1
122,64,1
190,64,1
307,64,1
486,64,1
113,65,1
123,65,1
300,65,1
128,66,1
220,66,1
264,66,1
334,66,1
353,66,1
464,66,1
4,67,1
72,67,1
135,67,1
383,67,1
408,67,1
506,67,1
545,67,1
96,68,1
109,68,1
151,68,1
308,68,1
419,68,1
191,69,1
473,69,1
512,69,1
567,69,1
569,69,1
119,70,1
451,70,1
567,70,1
711,70,1
814,70,1
9,72,1
138,72,1
263,72,1
505,73,1
29,75,1
197,75,1
211,75,1
215,75,1
711,75,1
109,76,1
13,77,1
217,77,1
235,77,1
396,77,1
415,77,1
472,77,1
98,78,1
346,78,1
466,78,1
521,78,1
118,79,1
230,79,1
292,79,1
296,79,1
894,80,1
167,81,1
186,81,1
355,81,1
361,81,1
397,81,1
438,81,1
497,81,1
553,81,1
99,82,1
277,82,1
366,82,1
394,82,1
421,82,1
425,82,1
454,82,1
580,82,1
176,83,1
299,83,1
566,83,1
584,83,1
87,84,1
227,84,1
506,84,1
46,85,1
50,85,1
68,85,1
96,85,1
337,85,1
369,85,1
54,86,1
166,86,1
154,87,1
407,87,1
420,87,1
379,89,1
390,89,1
394,89,1
418,89,1
434,89,1
516,89,1
849,89,1
30,90,1
182,90,1
267,90,1
315,90,1
479,90,1
577,90,1
760,90,1
123,91,1
154,91,1
258,91,1
298,91,1
365,91,1
407,91,1
458,91,1
575,91,1
59,92,1
161,92,1
165,92,1
183,92,1
406,92,1
490,92,1
286,93,1
349,93,1
479,93,1
331,94,1
364,94,1
508,94,1
548,94,1
