"source","target","weight"
309,1,1
445,1,1
26,2,1
197,2,1
482,2,1
549,2,1
563,2,1
10,3,1
118,3,1
338,3,1
402,3,1
456,3,1
479,3,1
605,3,1
73,4,1
104,4,1
206,4,1
577,4,1
592,4,1
4,5,1
69,5,1
246,5,1
285,5,1
341,5,1
355,5,1
549,5,1
358,6,1
406,6,1
319,7,1
485,7,1
594,7,1
57,8,1
69,8,1
136,8,1
204,8,1
238,8,1
246,8,1
248,8,1
341,8,1
392,8,1
446,8,1
447,8,1
475,8,1
511,8,1
516,8,1
541,8,1
568,8,1
605,8,1
609,8,1
40,9,1
573,9,1
297,10,1
354,10,1
445,10,1
559,10,1
620,10,1
14,11,1
414,11,1
63,12,1
125,12,1
152,12,1
242,12,1
275,12,1
381,12,1
398,12,1
510,12,1
514,12,1
618,12,1
414,13,1
457,13,1
24,14,1
25,14,1
55,14,1
82,14,1
200,14,1
267,14,1
295,14,1
305,14,1
337,14,1
354,14,1
443,14,1
445,14,1
466,14,1
476,14,1
557,14,1
559,14,1
563,14,1
620,14,1
131,15,1
167,15,1
178,15,1
232,15,1
446,15,1
22,16,1
224,16,1
348,16,1
376,16,1
517,16,1
621,16,1
20,17,1
25,17,1
97,17,1
155,17,1
220,17,1
249,17,1
252,17,1
260,17,1
274,17,1
373,17,1
462,17,1
515,17,1
620,17,1
93,18,1
123,18,1
161,18,1
198,18,1
429,18,1
478,18,1
396,19,1
473,19,1
481,19,1
244,20,1
491,21,1
269,22,1
465,22,1
507,22,1
65,23,1
74,23,1
295,23,1
490,23,1
14,24,1
44,24,1
94,24,1
159,24,1
296,24,1
422,24,1
48,25,1
88,25,1
305,25,1
354,25,1
371,25,1
462,25,1
2,26,1
84,27,1
143,27,1
162,27,1
226,27,1
259,27,1
278,27,1
325,27,1
480,27,1
500,27,1
561,27,1
61,28,1
112,28,1
124,28,1
408,28,1
544,28,1
33,29,1
34,29,1
70,29,1
107,29,1
166,29,1
378,29,1
557,29,1
168,30,1
280,30,1
454,30,1
557,30,1
606,30,1
284,31,1
555,31,1
278,32,1
339,32,1
480,32,1
34,33,1
70,33,1
286,33,1
452,33,1
590,33,1
113,35,1
533,35,1
578,35,1
33,36,1
34,36,1
72,36,1
107,36,1
114,36,1
149,36,1
404,36,1
529,36,1
110,37,1
17,38,1
134,38,1
155,38,1
175,38,1
182,38,1
200,38,1
216,38,1
220,38,1
249,38,1
252,38,1
260,38,1
313,38,1
336,38,1
346,38,1
368,38,1
385,38,1
462,38,1
494,38,1
497,38,1
537,38,1
599,38,1
601,38,1
616,38,1
617,38,1
63,40,1
103,40,1
217,40,1
231,40,1
242,40,1
302,40,1
381,40,1
398,40,1
20,41,1
59,41,1
230,41,1
243,41,1
244,41,1
301,41,1
346,41,1
355,41,1
389,41,1
406,42,1
163,43,1
625,43,1
241,44,1
264,44,1
403,44,1
422,44,1
442,44,1
476,44,1
133,45,1
100,46,1
105,46,1
184,46,1
213,46,1
230,46,1
234,46,1
260,46,1
266,46,1
49,47,1
65,47,1
241,47,1
316,47,1
327,47,1
397,47,1
442,47,1
476,47,1
14,48,1
25,48,1
47,48,1
81,48,1
92,48,1
94,48,1
200,48,1
241,48,1
305,48,1
415,48,1
422,48,1
425,48,1
443,48,1
445,48,1
466,48,1
494,48,1
537,48,1
559,48,1
601,48,1
50,49,1
171,49,1
297,49,1
604,49,1
163,50,1
88,51,1
90,51,1
133,52,1
271,52,1
331,52,1
353,52,1
547,52,1
582,52,1
583,52,1
622,52,1
626,52,1
88,53,1
90,53,1
143,54,1
358,54,1
406,54,1
412,54,1
487,54,1
156,55,1
160,55,1
234,55,1
337,55,1
490,55,1
620,55,1
54,56,1
192,56,1
412,56,1
573,56,1
577,56,1
79,57,1
86,57,1
306,57,1
312,57,1
384,57,1
576,58,1
311,59,1
399,59,1
470,59,1
87,60,1
554,60,1
28,61,1
124,61,1
526,61,1
542,61,1
75,62,1
128,62,1
339,62,1
412,62,1
503,62,1
538,62,1
539,62,1
12,63,1
40,63,1
275,63,1
381,63,1
398,63,1
510,63,1
228,64,1
343,64,1
619,64,1
50,65,1
297,65,1
316,65,1
625,65,1
42,66,1
158,66,1
317,66,1
564,66,1
368,67,1
616,67,1
136,68,1
138,68,1
328,68,1
401,68,1
419,68,1
420,68,1
429,68,1
217,69,1
228,69,1
246,69,1
248,69,1
341,69,1
459,69,1
605,69,1
29,70,1
33,70,1
34,70,1
107,70,1
201,70,1
378,70,1
36,72,1
114,72,1
149,72,1
208,72,1
279,72,1
388,72,1
404,72,1
409,72,1
448,72,1
499,72,1
527,72,1
529,72,1
579,72,1
4,73,1
80,73,1
104,73,1
206,73,1
221,73,1
306,73,1
384,73,1
558,73,1
592,73,1
578,74,1
579,74,1
604,74,1
128,75,1
339,75,1
411,75,1
503,75,1
538,75,1
539,75,1
573,75,1
580,75,1
98,76,1
106,76,1
144,76,1
311,76,1
141,77,1
144,77,1
150,77,1
215,77,1
306,77,1
574,77,1
111,78,1
607,78,1
57,79,1
60,79,1
86,79,1
108,79,1
199,79,1
205,79,1
206,79,1
226,79,1
281,79,1
306,79,1
325,79,1
384,79,1
73,80,1
104,80,1
206,80,1
221,80,1
228,80,1
294,80,1
407,80,1
489,80,1
558,80,1
25,81,1
48,81,1
92,81,1
94,81,1
170,81,1
200,81,1
305,81,1
354,81,1
415,81,1
443,81,1
493,81,1
501,81,1
601,81,1
21,82,1
159,82,1
476,82,1
85,83,1
210,83,1
27,84,1
259,84,1
278,84,1
407,84,1
469,84,1
500,84,1
561,84,1
131,85,1
167,85,1
227,85,1
232,85,1
434,85,1
521,85,1
205,86,1
306,86,1
60,87,1
554,87,1
96,88,1
175,88,1
462,88,1
525,88,1
88,90,1
96,90,1
237,90,1
399,90,1
509,90,1
593,90,1
93,91,1
222,91,1
478,91,1
48,92,1
256,92,1
425,92,1
443,92,1
466,92,1
501,92,1
601,92,1
18,93,1
22,93,1
465,93,1
478,93,1
81,94,1
200,94,1
245,94,1
264,94,1
466,94,1
501,94,1
524,94,1
601,94,1
125,95,1
254,95,1
293,95,1
434,95,1
459,95,1
612,95,1
38,96,1
88,96,1
90,96,1
175,96,1
215,96,1
219,96,1
220,96,1
14,97,1
20,97,1
25,97,1
88,97,1
216,97,1
218,97,1
307,97,1
616,97,1
106,98,1
211,98,1
46,100,1
266,100,1
268,100,1
118,101,1
387,101,1
479,101,1
492,101,1
567,101,1
410,102,1
231,103,1
233,103,1
275,103,1
611,103,1
614,103,1
4,104,1
73,104,1
111,104,1
178,104,1
334,104,1
425,104,1
572,104,1
46,105,1
100,105,1
266,105,1
76,106,1
98,106,1
344,106,1
34,107,1
70,107,1
452,107,1
111,108,1
199,108,1
450,108,1
607,108,1
37,110,1
280,110,1
530,110,1
574,110,1
575,110,1
607,111,1
408,112,1
411,112,1
449,112,1
35,113,1
579,113,1
604,113,1
34,114,1
36,114,1
72,114,1
149,114,1
318,114,1
404,114,1
405,114,1
455,114,1
529,114,1
578,114,1
604,114,1
8,115,1
22,115,1
187,115,1
204,115,1
246,115,1
292,115,1
304,115,1
507,115,1
520,115,1
592,115,1
609,115,1
613,115,1
148,116,1
177,116,1
379,116,1
394,116,1
469,116,1
531,116,1
595,116,1
34,119,1
166,119,1
195,119,1
201,119,1
142,120,1
195,120,1
208,120,1
323,120,1
502,121,1
161,123,1
183,123,1
263,123,1
370,123,1
28,124,1
377,124,1
394,124,1
430,124,1
503,124,1
531,124,1
544,124,1
109,125,1
307,125,1
358,125,1
594,125,1
612,125,1
104,126,1
217,126,1
269,126,1
328,126,1
341,126,1
347,126,1
441,126,1
460,126,1
494,126,1
549,126,1
32,128,1
75,128,1
339,128,1
411,128,1
503,128,1
538,128,1
555,128,1
573,128,1
580,128,1
247,129,1
151,131,1
434,131,1
586,131,1
101,132,1
456,132,1
566,132,1
626,132,1
191,133,1
255,133,1
291,133,1
465,133,1
473,133,1
160,134,1
182,134,1
234,134,1
238,134,1
313,134,1
373,134,1
598,134,1
424,135,1
437,135,1
457,135,1
551,135,1
22,136,1
57,136,1
68,136,1
138,136,1
328,136,1
340,136,1
401,136,1
419,136,1
420,136,1
520,136,1
564,136,1
609,136,1
271,137,1
361,137,1
362,137,1
387,137,1
536,137,1
54,138,1
154,138,1
212,138,1
340,138,1
429,138,1
508,138,1
591,138,1
101,139,1
136,139,1
271,139,1
364,139,1
387,139,1
564,139,1
566,139,1
164,140,1
459,140,1
77,141,1
144,141,1
150,141,1
525,141,1
569,141,1
574,141,1
575,141,1
34,142,1
107,142,1
111,142,1
195,142,1
279,142,1
455,142,1
42,143,1
162,143,1
322,143,1
77,144,1
110,144,1
141,144,1
145,144,1
168,144,1
210,144,1
280,144,1
311,144,1
344,144,1
454,144,1
525,144,1
574,144,1
575,144,1
110,145,1
141,145,1
144,145,1
168,145,1
210,145,1
280,145,1
525,145,1
574,145,1
575,145,1
570,146,1
450,147,1
502,147,1
534,147,1
278,148,1
36,149,1
72,149,1
114,149,1
378,149,1
388,149,1
404,149,1
405,149,1
448,149,1
499,149,1
527,149,1
529,149,1
17,150,1
77,150,1
141,150,1
156,150,1
356,150,1
599,150,1
178,151,1
434,151,1
586,151,1
40,152,1
103,152,1
275,152,1
614,152,1
299,153,1
334,153,1
431,153,1
468,153,1
515,153,1
335,154,1
369,154,1
429,154,1
518,154,1
591,154,1
17,155,1
38,155,1
96,155,1
223,155,1
249,155,1
252,155,1
257,155,1
260,155,1
274,155,1
440,155,1
462,155,1
497,155,1
537,155,1
55,156,1
59,156,1
96,156,1
150,156,1
175,156,1
216,156,1
218,156,1
251,156,1
319,156,1
334,156,1
494,156,1
537,156,1
599,156,1
50,157,1
65,157,1
295,157,1
66,158,1
229,158,1
335,158,1
340,158,1
358,158,1
406,158,1
419,158,1
441,158,1
510,158,1
576,158,1
549,159,1
572,160,1
42,161,1
66,161,1
123,161,1
183,161,1
317,161,1
43,163,1
143,164,1
238,164,1
269,164,1
293,164,1
343,164,1
111,165,1
199,165,1
277,165,1
281,165,1
502,165,1
542,165,1
119,166,1
195,166,1
15,167,1
85,167,1
151,167,1
164,167,1
253,167,1
302,167,1
332,167,1
427,167,1
521,167,1
597,167,1
30,168,1
110,168,1
144,168,1
145,168,1
280,168,1
344,168,1
454,168,1
574,168,1
575,168,1
392,169,1
573,169,1
580,169,1
608,169,1
49,171,1
579,171,1
604,171,1
233,172,1
338,172,1
402,172,1
456,172,1
479,172,1
538,172,1
571,172,1
164,173,1
293,173,1
292,174,1
375,174,1
437,174,1
41,175,1
51,175,1
96,175,1
254,176,1
331,176,1
379,177,1
394,177,1
562,177,1
104,178,1
117,178,1
238,178,1
400,178,1
194,179,1
439,180,1
2,181,1
82,181,1
316,181,1
327,181,1
397,181,1
415,181,1
422,181,1
476,181,1
486,181,1
549,181,1
134,182,1
313,182,1
598,182,1
123,183,1
161,183,1
263,183,1
370,183,1
478,183,1
223,184,1
