"source","target","weight"
21,1,1
517,1,1
609,1,1
646,2,1
49,3,1
485,3,1
574,3,1
344,4,1
49,5,1
227,5,1
478,5,1
485,5,1
25,6,1
74,6,1
133,6,1
148,6,1
204,6,1
209,6,1
210,6,1
259,6,1
277,6,1
286,6,1
309,6,1
354,6,1
361,6,1
371,6,1
377,6,1
500,6,1
559,6,1
569,6,1
22,7,1
239,7,1
324,7,1
546,7,1
47,8,1
57,8,1
75,8,1
215,8,1
366,8,1
434,8,1
491,8,1
568,8,1
616,8,1
43,9,1
128,9,1
135,9,1
206,9,1
211,9,1
269,9,1
589,9,1
611,9,1
630,9,1
251,11,1
339,11,1
72,12,1
137,12,1
158,12,1
272,12,1
55,13,1
127,13,1
206,13,1
222,13,1
285,13,1
601,13,1
654,13,1
72,14,1
94,14,1
122,14,1
156,14,1
196,14,1
224,14,1
266,14,1
273,14,1
342,14,1
438,14,1
622,14,1
380,15,1
432,15,1
484,15,1
25,16,1
134,16,1
538,16,1
553,16,1
509,17,1
613,17,1
641,17,1
178,18,1
372,18,1
483,18,1
653,18,1
38,19,1
137,19,1
142,19,1
417,19,1
494,19,1
522,20,1
326,21,1
609,21,1
239,22,1
245,22,1
350,22,1
480,22,1
233,23,1
306,23,1
357,23,1
391,23,1
666,23,1
319,24,1
406,24,1
479,24,1
510,24,1
518,24,1
633,24,1
354,25,1
425,25,1
664,25,1
7,26,1
183,26,1
191,26,1
236,26,1
248,26,1
93,29,1
180,29,1
475,29,1
110,30,1
134,30,1
214,30,1
398,30,1
450,30,1
24,31,1
47,31,1
83,31,1
457,31,1
510,31,1
633,31,1
659,31,1
211,32,1
217,32,1
254,32,1
260,32,1
305,32,1
334,32,1
397,32,1
414,32,1
465,32,1
614,32,1
629,32,1
632,32,1
35,33,1
79,33,1
163,33,1
5,34,1
185,34,1
227,34,1
33,35,1
79,35,1
181,36,1
313,36,1
350,36,1
356,36,1
411,36,1
519,36,1
33,37,1
35,37,1
518,37,1
137,38,1
390,38,1
306,39,1
322,39,1
388,39,1
416,39,1
494,39,1
620,39,1
612,40,1
46,41,1
184,41,1
239,41,1
275,41,1
394,41,1
532,41,1
93,42,1
524,42,1
559,42,1
9,43,1
115,43,1
251,43,1
367,43,1
631,43,1
656,43,1
169,44,1
224,44,1
227,44,1
230,44,1
249,44,1
456,44,1
622,44,1
670,44,1
90,45,1
119,45,1
152,45,1
182,45,1
184,45,1
252,45,1
256,45,1
287,45,1
335,45,1
431,45,1
457,45,1
507,45,1
510,45,1
572,45,1
633,45,1
636,45,1
406,46,1
51,47,1
275,47,1
457,47,1
616,47,1
43,48,1
338,48,1
656,48,1
682,48,1
3,49,1
126,49,1
260,49,1
467,49,1
574,49,1
304,50,1
574,50,1
75,51,1
141,51,1
330,51,1
374,51,1
552,51,1
53,52,1
322,52,1
448,52,1
620,52,1
682,52,1
68,53,1
164,53,1
277,53,1
322,53,1
448,53,1
682,53,1
114,54,1
130,54,1
214,54,1
281,54,1
336,54,1
443,54,1
651,54,1
125,55,1
127,55,1
384,55,1
484,55,1
502,55,1
42,56,1
143,56,1
180,56,1
470,56,1
543,56,1
599,57,1
322,58,1
416,58,1
682,58,1
171,59,1
247,59,1
367,59,1
397,59,1
135,60,1
