"source","target","weight"
18,1,1
311,2,1
210,3,1
425,3,1
533,3,1
139,5,1
285,5,1
299,6,1
316,6,1
496,7,1
569,7,1
598,7,1
4,8,1
253,8,1
408,8,1
410,8,1
390,10,1
567,10,1
35,12,1
192,12,1
209,12,1
267,12,1
295,12,1
383,12,1
584,12,1
119,13,1
128,13,1
138,13,1
227,13,1
354,13,1
423,13,1
549,13,1
190,14,1
201,14,1
565,14,1
74,15,1
184,15,1
351,15,1
624,15,1
22,17,1
299,17,1
108,19,1
580,19,1
54,20,1
421,20,1
54,21,1
421,21,1
6,22,1
17,22,1
29,22,1
299,22,1
1,23,1
12,23,1
30,23,1
151,23,1
454,23,1
589,23,1
105,24,1
178,24,1
505,24,1
3,25,1
87,25,1
388,25,1
515,25,1
534,25,1
184,26,1
393,26,1
585,26,1
184,27,1
330,27,1
505,27,1
150,28,1
486,28,1
602,28,1
620,28,1
160,29,1
516,29,1
74,30,1
137,30,1
192,30,1
209,30,1
296,30,1
457,30,1
570,30,1
144,31,1
156,31,1
191,31,1
279,31,1
445,31,1
469,31,1
526,31,1
34,32,1
213,32,1
307,32,1
372,32,1
223,33,1
315,33,1
516,33,1
621,33,1
32,34,1
307,34,1
369,34,1
372,34,1
12,35,1
47,35,1
161,35,1
177,35,1
232,35,1
287,35,1
348,35,1
383,35,1
462,35,1
526,35,1
534,35,1
548,35,1
550,35,1
584,35,1
598,35,1
18,36,1
24,36,1
178,36,1
520,36,1
525,36,1
104,37,1
129,37,1
280,37,1
301,37,1
379,37,1
429,37,1
510,37,1
571,37,1
608,37,1
306,38,1
507,38,1
582,38,1
439,39,1
568,39,1
596,39,1
44,40,1
221,40,1
269,40,1
606,40,1
48,41,1
110,41,1
414,41,1
436,41,1
46,42,1
51,42,1
106,42,1
151,42,1
232,42,1
326,42,1
451,42,1
462,42,1
506,42,1
537,42,1
548,42,1
565,42,1
570,42,1
584,42,1
619,42,1
40,44,1
414,45,1
476,45,1
496,45,1
30,46,1
42,46,1
99,46,1
155,46,1
291,46,1
434,46,1
454,46,1
485,46,1
506,46,1
619,46,1
12,47,1
35,47,1
161,47,1
177,47,1
227,47,1
393,47,1
534,47,1
73,48,1
547,48,1
83,49,1
168,49,1
358,49,1
369,49,1
447,49,1
501,49,1
544,49,1
75,51,1
151,51,1
273,51,1
326,51,1
383,51,1
451,51,1
462,51,1
506,51,1
534,51,1
548,51,1
56,52,1
59,52,1
75,52,1
133,52,1
151,52,1
156,52,1
281,52,1
345,52,1
417,52,1
451,52,1
488,52,1
537,52,1
541,52,1
548,52,1
31,53,1
144,53,1
445,53,1
19,54,1
170,54,1
354,54,1
378,54,1
411,54,1
421,54,1
423,54,1
458,54,1
594,54,1
610,54,1
56,55,1
189,55,1
215,55,1
225,55,1
51,56,1
55,56,1
179,56,1
281,56,1
445,57,1
102,58,1
148,58,1
553,58,1
449,59,1
164,60,1
587,60,1
2,61,1
184,61,1
311,61,1
341,61,1
136,62,1
245,62,1
306,62,1
391,62,1
430,62,1
134,63,1
309,63,1
319,63,1
414,63,1
436,63,1
496,63,1
134,64,1
480,65,1
215,66,1
325,66,1
378,66,1
380,66,1
483,66,1
571,66,1
58,67,1
85,67,1
102,67,1
141,67,1
154,67,1
189,67,1
376,67,1
401,67,1
484,67,1
553,67,1
586,67,1
124,69,1
331,69,1
431,69,1
204,70,1
258,70,1
453,70,1
277,71,1
286,71,1
452,71,1
48,73,1
110,73,1
309,73,1
319,73,1
414,73,1
547,73,1
15,74,1
76,74,1
128,74,1
208,74,1
51,75,1
52,75,1
273,75,1
327,75,1
417,75,1
488,75,1
491,75,1
548,75,1
550,75,1
565,75,1
584,75,1
585,75,1
598,75,1
74,76,1
311,76,1
113,77,1
124,77,1
177,77,1
348,77,1
444,77,1
132,78,1
531,78,1
587,78,1
125,79,1
241,79,1
595,79,1
618,79,1
182,80,1
539,80,1
130,81,1
138,81,1
190,81,1
508,81,1
238,82,1
455,82,1
497,82,1
509,82,1
620,82,1
84,83,1
211,83,1
235,83,1
358,83,1
371,83,1
376,83,1
83,84,1
154,84,1
167,84,1
189,84,1
211,84,1
368,84,1
371,84,1
482,84,1
544,84,1
101,85,1
102,85,1
169,85,1
401,85,1
484,85,1
288,86,1
438,86,1
241,87,1
380,87,1
115,89,1
118,89,1
119,89,1
262,89,1
549,89,1
414,90,1
454,91,1
