"source","target","weight"
14,2,1
56,2,1
37,3,1
41,3,1
105,3,1
5,4,1
23,4,1
38,4,1
75,4,1
46,5,1
56,5,1
91,5,1
12,7,1
15,7,1
24,7,1
34,7,1
39,7,1
40,7,1
43,7,1
45,7,1
48,7,1
50,7,1
52,7,1
70,7,1
86,7,1
89,7,1
92,7,1
101,7,1
106,7,1
18,8,1
65,8,1
79,8,1
81,8,1
18,9,1
35,9,1
38,9,1
66,9,1
69,9,1
88,9,1
20,10,1
47,10,1
55,10,1
51,11,1
63,11,1
19,12,1
18,13,1
38,13,1
46,13,1
51,13,1
53,13,1
56,13,1
66,13,1
75,13,1
88,13,1
106,13,1
19,14,1
24,15,1
34,15,1
39,15,1
45,15,1
70,15,1
92,15,1
101,15,1
19,16,1
47,16,1
6,17,1
14,17,1
19,18,1
81,18,1
12,19,1
14,19,1
11,21,1
68,21,1
97,22,1
5,23,1
31,23,1
36,23,1
7,24,1
15,24,1
34,24,1
39,24,1
40,24,1
45,24,1
48,24,1
52,24,1
89,24,1
92,24,1
94,24,1
106,24,1
14,25,1
25,26,1
30,26,1
32,26,1
41,26,1
43,26,1
58,26,1
59,26,1
61,26,1
79,26,1
105,26,1
109,26,1
18,28,1
56,28,1
75,28,1
62,29,1
110,29,1
27,31,1
36,31,1
47,31,1
30,32,1
59,32,1
69,32,1
79,32,1
99,32,1
105,32,1
107,32,1
63,33,1
87,33,1
7,34,1
12,34,1
15,34,1
24,34,1
39,34,1
45,34,1
50,34,1
52,34,1
4,35,1
9,35,1
53,35,1
58,35,1
109,35,1
23,36,1
31,36,1
76,36,1
80,36,1
3,37,1
41,37,1
99,37,1
105,37,1
9,38,1
35,38,1
46,38,1
49,38,1
66,38,1
88,38,1
7,39,1
12,39,1
15,39,1
34,39,1
45,39,1
48,39,1
70,39,1
86,39,1
101,39,1
7,40,1
12,40,1
15,40,1
24,40,1
32,40,1
34,40,1
39,40,1
43,40,1
45,40,1
48,40,1
50,40,1
52,40,1
69,40,1
70,40,1
86,40,1
89,40,1
92,40,1
106,40,1
3,41,1
37,41,1
59,41,1
99,41,1
105,41,1
107,41,1
109,41,1
27,42,1
94,42,1
98,42,1
103,42,1
26,43,1
51,43,1
74,43,1
56,44,1
83,44,1
7,45,1
12,45,1
15,45,1
24,45,1
34,45,1
39,45,1
40,45,1
43,45,1
48,45,1
50,45,1
52,45,1
70,45,1
86,45,1
92,45,1
5,46,1
49,46,1
55,46,1
65,46,1
76,46,1
7,48,1
15,48,1
24,48,1
34,48,1
39,48,1
40,48,1
45,48,1
50,48,1
86,48,1
91,48,1
92,48,1
5,49,1
22,49,1
38,49,1
46,49,1
81,49,1
12,50,1
27,50,1
40,50,1
89,50,1
94,50,1
101,50,1
33,51,1
38,51,1
53,51,1
63,51,1
78,51,1
109,51,1
27,52,1
50,52,1
70,52,1
89,52,1
91,52,1
94,52,1
107,52,1
78,53,1
70,54,1
6,55,1
46,55,1
5,56,1
53,56,1
58,56,1
78,56,1
91,56,1
16,57,1
35,57,1
66,57,1
78,57,1
96,57,1
35,58,1
53,58,1
56,58,1
57,58,1
61,58,1
76,58,1
78,58,1
83,58,1
109,58,1
14,59,1
30,59,1
32,59,1
41,59,1
80,60,1
81,60,1
110,60,1
58,61,1
4,62,1
110,62,1
11,63,1
33,63,1
74,63,1
84,63,1
91,63,1
9,65,1
16,65,1
51,65,1
66,65,1
76,65,1
95,65,1
96,66,1
14,68,1
20,68,1
7,69,1
30,69,1
32,69,1
40,69,1
41,69,1
43,69,1
59,69,1
79,69,1
86,69,1
99,69,1
106,69,1
107,69,1
12,70,1
52,70,1
46,71,1
49,71,1
33,72,1
63,72,1
69,72,1
84,72,1
87,72,1
83,73,1
91,73,1
107,73,1
30,74,1
43,74,1
106,74,1
107,74,1
38,75,1
46,75,1
54,75,1
55,75,1
56,75,1
104,75,1
10,77,1
20,77,1
46,77,1
69,77,1
81,77,1
66,78,1
96,78,1
30,79,1
59,79,1
69,79,1
99,79,1
36,80,1
91,80,1
110,80,1
14,81,1
76,81,1
11,82,1
51,82,1
63,82,1
95,82,1
101,83,1
11,84,1
18,84,1
33,84,1
51,84,1
56,84,1
63,84,1
65,84,1
87,84,1
91,84,1
109,84,1
47,85,1
103,85,1
11,87,1
33,87,1
63,87,1
20,88,1
66,88,1
18,90,1
76,90,1
81,90,1
95,90,1
52,91,1
56,91,1
89,91,1
7,92,1
15,92,1
24,92,1
34,92,1
39,92,1
40,92,1
45,92,1
48,92,1
70,92,1
86,92,1
89,92,1
101,92,1
88,93,1
24,94,1
27,94,1
50,94,1
52,94,1
16,95,1
55,95,1
65,95,1
16,96,1
57,96,1
66,96,1
78,96,1
18,97,1
22,97,1
30,97,1
46,97,1
62,97,1
75,97,1
110,97,1
103,98,1
41,99,1
105,99,1
4,100,1
18,100,1
22,100,1
49,100,1
69,100,1
75,100,1
19,101,1
11,102,1
38,102,1
63,102,1
84,102,1
87,102,1
91,102,1
14,103,1
59,103,1
105,103,1
9,104,1
38,104,1
62,104,1
65,104,1
66,104,1
75,104,1
95,104,1
3,105,1
37,105,1
41,105,1
99,105,1
32,106,1
43,106,1
51,106,1
69,106,1
79,106,1
99,106,1
105,106,1
107,106,1
109,106,1
14,107,1
99,107,1
36,108,1
46,108,1
78,108,1
35,109,1
58,109,1
66,109,1
88,109,1
4,110,1
6,110,1
53,110,1
62,110,1
75,110,1
97,110,1
11,111,1
33,111,1
63,111,1
106,111,1
