"source","target","weight"
24,1,1
41,1,1
52,1,1
61,1,1
67,1,1
5,2,1
9,2,1
11,2,1
17,2,1
20,2,1
34,2,1
35,2,1
54,2,1
57,2,1
58,2,1
70,2,1
2,3,1
35,3,1
57,3,1
66,3,1
22,4,1
30,4,1
38,4,1
40,4,1
41,4,1
45,4,1
47,4,1
50,4,1
63,4,1
64,4,1
65,4,1
71,4,1
73,4,1
2,5,1
3,5,1
9,5,1
11,5,1
20,5,1
33,5,1
34,5,1
36,5,1
53,5,1
54,5,1
58,5,1
59,5,1
66,5,1
10,6,1
13,6,1
21,6,1
29,6,1
30,6,1
32,6,1
38,6,1
40,6,1
44,6,1
49,6,1
56,6,1
72,6,1
2,7,1
5,7,1
18,7,1
34,7,1
59,7,1
68,7,1
4,8,1
17,8,1
20,8,1
30,8,1
31,8,1
38,8,1
39,8,1
45,8,1
51,8,1
62,8,1
74,8,1
2,9,1
5,9,1
17,9,1
34,9,1
53,9,1
58,9,1
66,9,1
16,10,1
37,10,1
41,10,1
49,10,1
3,11,1
5,11,1
9,11,1
54,11,1
58,11,1
24,12,1
29,12,1
52,12,1
61,12,1
67,12,1
68,12,1
15,13,1
19,13,1
40,13,1
72,13,1
36,14,1
13,15,1
14,15,1
19,15,1
27,15,1
28,15,1
33,15,1
42,15,1
44,15,1
65,15,1
22,16,1
31,16,1
37,16,1
61,16,1
73,16,1
9,17,1
20,17,1
35,17,1
36,17,1
58,17,1
66,17,1
7,18,1
13,18,1
14,18,1
21,18,1
23,18,1
36,18,1
59,18,1
68,18,1
6,19,1
13,19,1
14,19,1
15,19,1
27,19,1
28,19,1
33,19,1
40,19,1
44,19,1
49,19,1
64,19,1
17,20,1
33,20,1
34,20,1
6,21,1
7,21,1
18,21,1
23,21,1
29,21,1
40,21,1
44,21,1
45,21,1
50,21,1
72,21,1
4,22,1
8,22,1
10,22,1
16,22,1
31,22,1
41,22,1
45,22,1
47,22,1
49,22,1
50,22,1
63,22,1
64,22,1
69,22,1
71,22,1
73,22,1
74,22,1
14,23,1
21,23,1
33,23,1
48,23,1
59,23,1
68,23,1
1,24,1
32,24,1
50,24,1
60,24,1
61,24,1
67,24,1
71,24,1
34,25,1
70,25,1
4,26,1
19,26,1
22,26,1
47,26,1
50,26,1
62,27,1
6,28,1
7,28,1
8,28,1
14,28,1
19,28,1
40,28,1
42,28,1
64,28,1
65,28,1
72,28,1
73,28,1
74,28,1
23,29,1
33,29,1
8,30,1
8,31,1
16,31,1
18,31,1
22,31,1
23,31,1
39,31,1
45,31,1
63,31,1
73,31,1
74,31,1
1,32,1
24,32,1
60,32,1
61,32,1
67,32,1
14,33,1
2,34,1
3,34,1
5,34,1
11,34,1
17,34,1
20,34,1
25,34,1
36,34,1
54,34,1
66,34,1
70,34,1
53,36,1
58,36,1
66,36,1
10,37,1
49,37,1
30,38,1
63,38,1
8,39,1
16,39,1
17,39,1
20,39,1
29,39,1
31,39,1
32,39,1
47,39,1
74,39,1
13,40,1
44,40,1
56,40,1
65,40,1
72,40,1
1,41,1
4,41,1
10,41,1
16,41,1
23,41,1
37,41,1
47,41,1
63,41,1
69,41,1
71,41,1
27,42,1
37,42,1
44,42,1
72,42,1
23,43,1
21,44,1
41,44,1
42,44,1
40,45,1
47,45,1
73,45,1
1,46,1
10,46,1
37,46,1
55,46,1
30,47,1
41,47,1
23,48,1
10,49,1
16,49,1
37,49,1
51,49,1
62,49,1
69,49,1
4,50,1
21,50,1
22,50,1
24,50,1
30,50,1
38,50,1
47,50,1
51,50,1
63,50,1
71,50,1
8,51,1
30,51,1
38,51,1
44,51,1
49,51,1
62,51,1
1,52,1
12,52,1
41,52,1
55,52,1
60,52,1
61,52,1
69,52,1
2,53,1
5,53,1
9,53,1
