"source","target","weight"
152,1,1
350,1,1
375,1,1
590,1,1
69,2,1
172,2,1
290,2,1
330,2,1
368,2,1
403,2,1
554,2,1
648,2,1
793,2,1
8,3,1
60,3,1
100,3,1
180,3,1
185,3,1
266,3,1
422,3,1
427,3,1
439,3,1
443,3,1
456,3,1
459,3,1
504,3,1
584,3,1
592,3,1
627,3,1
34,4,1
128,4,1
312,4,1
94,5,1
191,5,1
412,5,1
428,5,1
551,5,1
594,5,1
8,6,1
96,6,1
130,6,1
224,6,1
269,6,1
282,6,1
326,6,1
609,6,1
614,6,1
54,7,1
702,7,1
3,8,1
60,8,1
136,8,1
177,8,1
193,8,1
223,8,1
268,8,1
318,8,1
410,8,1
424,8,1
444,8,1
498,8,1
542,8,1
566,8,1
584,8,1
626,8,1
627,8,1
13,9,1
184,9,1
328,9,1
649,9,1
651,9,1
1026,9,1
75,10,1
95,10,1
111,10,1
376,10,1
446,10,1
479,10,1
538,10,1
625,10,1
641,10,1
390,11,1
553,11,1
564,11,1
584,11,1
253,12,1
642,12,1
958,12,1
104,13,1
651,13,1
73,14,1
259,14,1
1095,14,1
30,15,1
78,15,1
135,15,1
238,15,1
510,15,1
705,15,1
751,15,1
852,15,1
1167,16,1
64,17,1
72,17,1
278,17,1
603,17,1
689,17,1
61,18,1
78,18,1
183,18,1
206,18,1
295,18,1
441,18,1
455,18,1
593,18,1
706,18,1
38,19,1
88,19,1
201,19,1
461,19,1
487,19,1
577,19,1
656,19,1
677,19,1
23,20,1
221,20,1
448,20,1
661,20,1
671,20,1
676,20,1
200,21,1
205,21,1
541,21,1
32,22,1
177,22,1
284,22,1
372,22,1
608,22,1
609,22,1
669,22,1
20,23,1
184,23,1
202,23,1
260,23,1
475,23,1
604,23,1
534,24,1
591,24,1
683,24,1
81,25,1
192,25,1
269,25,1
450,25,1
537,25,1
691,25,1
95,26,1
142,26,1
294,26,1
435,26,1
440,26,1
817,26,1
525,28,1
7,29,1
149,29,1
530,29,1
15,30,1
117,30,1
563,30,1
1168,30,1
149,31,1
162,31,1
222,31,1
530,31,1
482,32,1
526,32,1
679,32,1
91,33,1
96,33,1
273,33,1
308,33,1
423,33,1
500,33,1
505,33,1
549,33,1
4,34,1
85,34,1
296,34,1
298,34,1
465,34,1
479,34,1
538,34,1
688,34,1
95,35,1
190,35,1
200,35,1
219,35,1
230,35,1
385,35,1
402,35,1
552,35,1
637,35,1
660,35,1
1153,35,1
124,36,1
128,36,1
196,37,1
282,37,1
319,37,1
19,38,1
67,38,1
126,38,1
253,38,1
264,38,1
430,38,1
442,38,1
492,38,1
512,38,1
107,40,1
51,41,1
153,41,1
257,41,1
377,41,1
503,41,1
538,41,1
73,42,1
113,42,1
246,42,1
317,42,1
371,42,1
384,42,1
484,42,1
517,42,1
519,42,1
522,42,1
607,42,1
620,42,1
838,42,1
50,43,1
55,43,1
111,43,1
153,43,1
160,43,1
189,43,1
204,43,1
212,43,1
275,43,1
309,43,1
386,43,1
391,43,1
405,43,1
555,43,1
596,43,1
635,43,1
694,43,1
76,44,1
121,44,1
195,44,1
628,44,1
185,46,1
187,46,1
231,46,1
1087,46,1
96,47,1
112,47,1
133,48,1
250,48,1
618,48,1
630,48,1
10,49,1
86,49,1
111,49,1
258,49,1
301,49,1
319,49,1
329,49,1
339,49,1
398,49,1
482,49,1
486,49,1
583,49,1
586,49,1
625,49,1
660,49,1
663,49,1
1076,49,1
153,50,1
175,50,1
204,50,1
275,50,1
644,50,1
716,50,1
153,51,1
538,51,1
644,51,1
699,51,1
67,52,1
287,52,1
992,52,1
14,53,1
122,53,1
76,54,1
296,54,1
50,55,1
196,55,1
204,55,1
237,55,1
275,55,1
442,55,1
644,55,1
