"source","target","weight"
212,2,1
239,2,1
248,2,1
20,3,1
42,3,1
78,3,1
222,3,1
241,3,1
290,3,1
72,4,1
243,4,1
15,5,1
24,5,1
25,5,1
29,5,1
55,5,1
110,5,1
184,5,1
233,5,1
282,5,1
14,6,1
64,6,1
103,6,1
105,6,1
122,6,1
283,6,1
148,7,1
64,8,1
209,8,1
290,8,1
135,9,1
281,9,1
287,9,1
19,10,1
212,10,1
19,11,1
134,11,1
141,11,1
173,11,1
201,11,1
52,12,1
7,13,1
25,13,1
28,13,1
39,13,1
47,13,1
97,13,1
239,13,1
276,13,1
281,13,1
10,15,1
38,15,1
128,15,1
162,15,1
178,15,1
189,15,1
196,15,1
280,15,1
62,16,1
139,16,1
174,16,1
42,17,1
114,17,1
214,17,1
235,17,1
27,18,1
76,18,1
162,18,1
185,18,1
217,18,1
245,18,1
271,18,1
278,18,1
111,19,1
183,19,1
212,19,1
3,20,1
71,20,1
104,20,1
107,20,1
203,20,1
220,20,1
222,20,1
241,20,1
262,20,1
268,20,1
290,20,1
18,21,1
20,21,1
48,21,1
58,21,1
80,21,1
140,21,1
176,21,1
194,21,1
218,21,1
222,21,1
226,21,1
255,21,1
284,21,1
24,22,1
32,22,1
33,22,1
129,22,1
189,22,1
5,24,1
22,24,1
32,24,1
33,24,1
120,24,1
144,24,1
7,25,1
13,25,1
239,25,1
42,26,1
78,26,1
85,26,1
121,26,1
153,26,1
160,26,1
262,26,1
290,26,1
18,27,1
48,27,1
68,27,1
140,27,1
185,27,1
187,27,1
217,27,1
226,27,1
255,27,1
271,27,1
282,27,1
39,28,1
64,28,1
145,28,1
179,28,1
182,28,1
193,28,1
38,30,1
132,30,1
160,30,1
178,30,1
207,30,1
269,30,1
278,30,1
287,30,1
215,31,1
270,31,1
22,32,1
28,32,1
33,32,1
103,32,1
22,33,1
24,33,1
32,33,1
97,33,1
111,33,1
114,33,1
119,33,1
120,33,1
123,33,1
144,33,1
145,33,1
161,33,1
182,33,1
184,33,1
142,34,1
163,34,1
189,34,1
65,35,1
67,35,1
88,35,1
117,35,1
225,35,1
42,36,1
201,36,1
98,37,1
103,37,1
15,38,1
28,38,1
145,39,1
179,39,1
193,39,1
197,39,1
3,40,1
94,40,1
238,40,1
8,41,1
50,41,1
95,41,1
156,41,1
162,41,1
195,41,1
225,41,1
260,41,1
267,41,1
278,41,1
283,41,1
287,41,1
78,42,1
85,42,1
93,42,1
211,42,1
214,42,1
241,42,1
127,43,1
176,43,1
214,43,1
260,43,1
267,43,1
43,44,1
62,44,1
71,44,1
127,44,1
134,44,1
171,44,1
184,44,1
244,44,1
274,44,1
204,45,1
228,45,1
272,45,1
2,46,1
65,46,1
139,46,1
216,46,1
266,46,1
13,47,1
25,47,1
148,47,1
179,47,1
230,47,1
239,47,1
250,47,1
18,48,1
20,48,1
21,48,1
27,48,1
58,48,1
104,48,1
140,48,1
176,48,1
194,48,1
222,48,1
226,48,1
255,48,1
278,48,1
7,49,1
25,49,1
29,49,1
147,49,1
239,49,1
3,50,1
43,50,1
104,50,1
108,50,1
134,50,1
143,50,1
173,50,1
180,50,1
210,50,1
220,50,1
267,50,1
37,51,1
91,51,1
112,51,1
217,51,1
230,51,1
56,52,1
66,52,1
147,52,1
13,53,1
33,53,1
111,53,1
161,53,1
164,53,1
182,53,1
211,53,1
229,53,1
239,53,1
264,53,1
9,54,1
160,54,1
199,54,1
216,54,1
277,54,1
