"source","target","weight"
647,1,1
1208,1,1
1586,1,1
1583,2,1
1915,2,1
1555,3,1
11,4,1
96,4,1
389,4,1
457,4,1
484,4,1
1252,4,1
726,5,1
817,5,1
1011,5,1
1112,5,1
1353,5,1
1371,5,1
1741,5,1
207,6,1
1187,6,1
1612,6,1
83,7,1
438,7,1
732,7,1
773,7,1
1668,7,1
373,8,1
479,8,1
1577,8,1
820,9,1
1405,9,1
300,10,1
679,10,1
1099,10,1
4,11,1
389,11,1
1148,11,1
1216,12,1
1869,12,1
1890,12,1
29,13,1
111,13,1
141,13,1
161,13,1
400,13,1
412,13,1
539,13,1
607,13,1
717,13,1
788,13,1
1568,13,1
1692,13,1
166,14,1
436,14,1
43,16,1
366,16,1
406,16,1
415,16,1
558,16,1
929,16,1
987,16,1
990,16,1
1012,16,1
1425,16,1
1764,16,1
1824,16,1
192,17,1
1443,17,1
1910,17,1
669,18,1
180,19,1
245,19,1
384,19,1
810,19,1
970,19,1
1056,19,1
1168,19,1
1372,19,1
1602,19,1
1622,19,1
1873,19,1
1879,19,1
1,20,1
319,20,1
474,20,1
624,20,1
1824,20,1
310,21,1
446,21,1
956,21,1
1232,21,1
1552,21,1
1666,21,1
1749,21,1
107,22,1
111,22,1
338,22,1
347,22,1
379,22,1
398,22,1
463,22,1
1492,22,1
261,23,1
322,23,1
514,23,1
542,23,1
1462,24,1
1039,25,1
1398,25,1
1473,25,1
108,26,1
785,26,1
974,26,1
1330,26,1
1826,26,1
1861,26,1
1935,26,1
429,27,1
443,27,1
1084,27,1
1321,27,1
1886,27,1
217,28,1
439,28,1
475,28,1
741,28,1
1442,28,1
1698,28,1
1835,28,1
13,29,1
161,29,1
412,29,1
425,29,1
607,29,1
717,29,1
962,29,1
1503,29,1
1639,29,1
265,30,1
335,30,1
443,30,1
497,30,1
502,30,1
632,30,1
842,30,1
883,30,1
950,30,1
1084,30,1
1099,30,1
1321,30,1
1618,30,1
199,31,1
558,31,1
1014,31,1
1260,31,1
85,32,1
176,32,1
345,32,1
853,32,1
857,32,1
911,32,1
1022,32,1
1068,32,1
1126,32,1
1474,32,1
1526,32,1
1708,32,1
1718,32,1
1941,32,1
2022,32,1
2511,32,1
605,33,1
1352,33,1
109,34,1
429,34,1
601,34,1
981,34,1
1372,34,1
1188,35,1
664,36,1
1182,36,1
1273,36,1
1597,36,1
1017,37,1
239,38,1
744,38,1
1128,38,1
1518,38,1
1949,38,1
550,39,1
1043,39,1
1044,39,1
654,40,1
1088,40,1
1590,40,1
144,41,1
1801,41,1
1888,41,1
11,42,1
370,42,1
424,42,1
679,42,1
715,42,1
993,42,1
768,43,1
996,43,1
1034,43,1
1471,43,1
254,44,1
845,44,1
1321,44,1
1372,44,1
1414,44,1
1211,45,1
1573,45,1
147,46,1
191,46,1
746,46,1
1048,46,1
1821,46,1
2093,46,1
17,48,1
271,48,1
219,49,1
688,49,1
1018,49,1
1348,49,1
27,50,1
173,50,1
704,50,1
1040,50,1
1108,50,1
1226,50,1
1753,50,1
1897,50,1
1227,51,1
1248,51,1
