"source","target","weight"
373,1,1
13,2,1
29,2,1
30,2,1
49,2,1
80,2,1
127,2,1
140,2,1
167,2,1
182,2,1
210,2,1
232,2,1
250,2,1
288,2,1
310,2,1
312,2,1
351,2,1
415,2,1
432,2,1
546,2,1
570,2,1
79,3,1
165,3,1
213,3,1
278,3,1
285,3,1
334,3,1
410,3,1
543,3,1
568,3,1
50,4,1
130,4,1
337,4,1
510,4,1
540,4,1
101,5,1
332,5,1
395,5,1
537,5,1
566,5,1
44,6,1
196,6,1
404,6,1
46,7,1
142,7,1
158,7,1
189,7,1
305,7,1
324,7,1
42,8,1
188,8,1
456,8,1
507,9,1
320,10,1
15,11,1
165,11,1
199,11,1
237,11,1
320,11,1
356,11,1
386,11,1
439,11,1
475,11,1
506,11,1
124,12,1
323,12,1
512,12,1
7,13,1
24,13,1
80,13,1
102,13,1
189,13,1
253,13,1
403,13,1
458,13,1
471,13,1
546,13,1
46,14,1
137,14,1
218,14,1
357,14,1
505,14,1
11,15,1
18,15,1
75,15,1
143,15,1
205,15,1
320,15,1
557,15,1
62,16,1
222,16,1
340,16,1
349,16,1
367,16,1
380,16,1
555,16,1
8,17,1
42,17,1
159,17,1
182,17,1
240,17,1
456,17,1
498,17,1
534,17,1
61,18,1
79,18,1
145,18,1
160,18,1
163,18,1
165,18,1
170,18,1
206,18,1
344,18,1
384,18,1
386,18,1
398,18,1
468,18,1
543,18,1
5,19,1
18,19,1
26,19,1
101,19,1
165,19,1
237,19,1
244,19,1
319,19,1
321,19,1
334,19,1
376,19,1
386,19,1
440,19,1
475,19,1
493,19,1
566,19,1
91,20,1
109,20,1
160,21,1
244,21,1
355,21,1
119,22,1
299,22,1
21,23,1
327,23,1
524,23,1
258,24,1
471,24,1
476,24,1
490,24,1
567,24,1
194,25,1
382,25,1
367,26,1
470,26,1
502,26,1
502,27,1
177,28,1
179,28,1
201,28,1
131,29,1
150,29,1
175,29,1
210,29,1
211,29,1
269,29,1
318,29,1
458,29,1
