"source","target","weight"
148,1,1
149,1,1
236,1,1
546,2,1
326,3,1
423,3,1
431,3,1
466,3,1
38,4,1
86,4,1
396,4,1
492,4,1
158,5,1
199,5,1
212,5,1
297,5,1
300,5,1
336,5,1
358,5,1
407,5,1
408,5,1
498,5,1
556,5,1
458,6,1
551,6,1
269,7,1
300,7,1
191,8,1
222,8,1
502,8,1
533,8,1
563,8,1
464,9,1
516,9,1
144,10,1
267,10,1
461,10,1
517,10,1
556,10,1
44,11,1
506,11,1
32,13,1
40,13,1
48,13,1
50,13,1
130,13,1
142,13,1
146,13,1
220,13,1
292,13,1
324,13,1
339,13,1
488,13,1
489,13,1
562,13,1
191,14,1
413,14,1
539,14,1
10,15,1
194,15,1
367,15,1
374,15,1
535,15,1
560,15,1
121,16,1
153,16,1
371,16,1
445,16,1
214,17,1
310,17,1
499,17,1
523,17,1
64,18,1
94,18,1
347,18,1
434,18,1
549,18,1
202,19,1
247,19,1
387,19,1
88,20,1
309,20,1
348,20,1
415,20,1
25,21,1
228,21,1
33,22,1
129,22,1
155,22,1
213,22,1
283,22,1
320,22,1
398,22,1
422,22,1
442,22,1
483,22,1
126,23,1
470,23,1
498,24,1
21,25,1
108,25,1
228,25,1
287,25,1
305,25,1
373,25,1
408,25,1
149,26,1
214,27,1
235,27,1
472,27,1
485,27,1
541,27,1
84,28,1
309,28,1
123,29,1
344,29,1
461,29,1
331,30,1
455,30,1
462,30,1
492,30,1
20,31,1
65,31,1
353,31,1
359,31,1
369,31,1
13,32,1
40,32,1
48,32,1
140,32,1
185,32,1
235,32,1
257,32,1
292,32,1
302,32,1
322,32,1
339,32,1
348,32,1
476,32,1
488,32,1
562,32,1
128,33,1
132,33,1
283,33,1
320,33,1
345,33,1
480,33,1
486,33,1
91,34,1
212,34,1
394,34,1
512,34,1
250,35,1
274,35,1
310,35,1
387,35,1
396,35,1
494,35,1
540,35,1
3,36,1
169,36,1
259,36,1
272,36,1
326,36,1
36,37,1
171,37,1
