"source","target","weight"
96,1,1
173,1,1
285,1,1
190,2,1
216,2,1
229,2,1
311,2,1
370,2,1
5,3,1
88,3,1
102,3,1
158,3,1
170,3,1
223,3,1
246,3,1
334,3,1
336,3,1
342,3,1
6,4,1
56,4,1
60,4,1
3,5,1
66,5,1
88,5,1
102,5,1
208,5,1
327,5,1
334,5,1
342,5,1
4,6,1
60,6,1
101,6,1
23,7,1
79,7,1
137,7,1
142,7,1
187,7,1
255,7,1
339,7,1
378,7,1
379,7,1
91,8,1
137,8,1
223,8,1
1,9,1
69,9,1
167,9,1
336,9,1
23,10,1
29,10,1
114,10,1
142,10,1
155,10,1
255,10,1
264,10,1
294,10,1
296,10,1
376,10,1
36,11,1
39,11,1
44,11,1
49,11,1
79,11,1
81,11,1
103,11,1
137,11,1
183,11,1
255,11,1
259,11,1
291,11,1
297,11,1
326,11,1
329,11,1
362,11,1
365,11,1
378,11,1
36,12,1
59,12,1
149,12,1
163,12,1
261,12,1
322,12,1
144,13,1
162,13,1
16,14,1
58,14,1
159,14,1
205,14,1
280,14,1
289,14,1
344,14,1
380,14,1
174,15,1
14,16,1
128,16,1
139,16,1
205,16,1
377,16,1
380,16,1
63,17,1
126,17,1
130,17,1
227,17,1
304,17,1
262,18,1
12,19,1
35,19,1
137,19,1
145,19,1
149,19,1
221,19,1
95,20,1
131,20,1
288,20,1
325,20,1
329,20,1
13,21,1
52,21,1
120,21,1
141,21,1
192,21,1
286,22,1
7,23,1
36,23,1
165,23,1
187,23,1
297,23,1
350,23,1
379,23,1
178,24,1
61,25,1
177,25,1
195,25,1
276,25,1
45,26,1
50,26,1
211,26,1
348,26,1
360,26,1
337,27,1
38,28,1
206,28,1
174,29,1
196,29,1
211,29,1
255,29,1
302,29,1
72,30,1
157,30,1
297,30,1
305,30,1
310,30,1
353,31,1
48,32,1
246,32,1
290,32,1
298,32,1
68,34,1
147,34,1
156,34,1
12,35,1
19,35,1
65,35,1
90,35,1
149,35,1
207,35,1
11,36,1
12,36,1
39,36,1
81,36,1
127,36,1
261,36,1
24,37,1
66,37,1
85,37,1
109,37,1
171,37,1
178,37,1
267,37,1
369,37,1
28,38,1
174,38,1
252,38,1
11,39,1
36,39,1
44,39,1
142,39,1
271,39,1
297,39,1
326,39,1
339,39,1
135,40,1
180,40,1
188,40,1
205,40,1
8,41,1
72,41,1
183,41,1
310,41,1
38,42,1
109,42,1
171,42,1
252,42,1
67,43,1
150,43,1
160,43,1
166,43,1
257,43,1
268,43,1
320,43,1
321,43,1
333,43,1
346,43,1
356,43,1
371,43,1
79,44,1
119,44,1
142,44,1
172,44,1
254,44,1
255,44,1
259,44,1
305,44,1
326,44,1
339,44,1
378,44,1
380,44,1
30,45,1
157,45,1
165,45,1
181,45,1
211,45,1
237,45,1
310,45,1
360,45,1
116,46,1
203,47,1
32,48,1
246,48,1
11,49,1
26,49,1
103,49,1
251,49,1
266,49,1
291,49,1
347,49,1
360,49,1
26,50,1
37,50,1
93,50,1
127,50,1
211,50,1
348,50,1
109,51,1
171,51,1
206,51,1
208,51,1
247,51,1
328,51,1
21,52,1
121,52,1
162,52,1
192,52,1
213,52,1
340,52,1
66,53,1
93,53,1
227,53,1
334,53,1
336,53,1
343,53,1
94,54,1
116,54,1
190,54,1
212,54,1
216,54,1
253,54,1
344,54,1
377,54,1
218,55,1
331,55,1
368,55,1
373,55,1
60,56,1
34,57,1
75,57,1
160,57,1
166,57,1
14,58,1
55,58,1
117,58,1
128,58,1
136,58,1
159,58,1
194,58,1
223,58,1
250,58,1
289,58,1
319,58,1
157,59,1
165,59,1
261,59,1
310,59,1
6,60,1
56,60,1
108,60,1
279,60,1
133,61,1
177,61,1
213,61,1
224,61,1
265,61,1
276,61,1
307,61,1
357,61,1
189,62,1
245,62,1
218,63,1
239,63,1
277,63,1
304,63,1
336,63,1
27,64,1
161,64,1
12,65,1
19,65,1
35,65,1
64,65,1
97,65,1
161,65,1
207,65,1
337,65,1
24,66,1
37,66,1
82,66,1
109,66,1
127,66,1
171,66,1
302,66,1
21,67,1
83,67,1
107,67,1
120,67,1
210,67,1
371,67,1
34,68,1
77,68,1
197,68,1
308,68,1
350,68,1
357,70,1
2,71,1
47,71,1
113,71,1
121,71,1
131,71,1
152,71,1
203,71,1
232,71,1
249,71,1
316,71,1
41,72,1
157,72,1
183,72,1
287,72,1
308,72,1
310,72,1
350,72,1
130,73,1
180,73,1
188,73,1
218,73,1
301,73,1
309,73,1
373,73,1
252,74,1
293,74,1
324,74,1
338,74,1
358,74,1
118,75,1
359,75,1
103,76,1
111,76,1
144,76,1
192,76,1
195,76,1
266,76,1
329,76,1
2,78,1
46,78,1
73,78,1
128,78,1
190,78,1
212,78,1
216,78,1
229,78,1
282,78,1
304,78,1
311,78,1
10,79,1
83,80,1
86,80,1
98,80,1
120,80,1
121,80,1
125,80,1
200,80,1
225,80,1
228,80,1
272,80,1
275,80,1
350,80,1
11,81,1
36,81,1
187,81,1
259,81,1
263,81,1
365,81,1
17,82,1
93,82,1
157,82,1
274,82,1
68,83,1
135,83,1
175,83,1
180,83,1
331,83,1
368,83,1
73,84,1
126,84,1
130,84,1
223,84,1
246,84,1
249,84,1
269,84,1
334,84,1
336,84,1
343,84,1
4,85,1
6,85,1
24,85,1
37,85,1
60,85,1
127,85,1
252,86,1
275,86,1
135,87,1
309,87,1
368,87,1
3,88,1
5,88,1
38,88,1
102,88,1
153,88,1
201,88,1
208,88,1
318,88,1
327,88,1
342,88,1
52,89,1
67,89,1
160,89,1
177,89,1
281,89,1
315,89,1
371,89,1
40,90,1
97,90,1
233,90,1
279,90,1
282,90,1
8,91,1
175,92,1
209,92,1
256,92,1
270,92,1
17,93,1
24,93,1
82,93,1
119,93,1
2,94,1
14,94,1
16,94,1
54,94,1
58,94,1
78,94,1
190,94,1
194,94,1
216,94,1
229,94,1
241,94,1
250,94,1
305,94,1
311,94,1
370,94,1
380,94,1
20,95,1
144,95,1
195,95,1
213,95,1
288,95,1
325,95,1
1,96,1
173,96,1
285,96,1
65,97,1
90,97,1
91,97,1
161,97,1
183,97,1
233,97,1
120,98,1
200,98,1
225,98,1
272,98,1
59,99,1
163,99,1
184,99,1
261,99,1
274,99,1
322,99,1
323,99,1
46,100,1
204,100,1
301,100,1
366,100,1
4,101,1
6,101,1
60,101,1
83,101,1
129,101,1
176,101,1
284,101,1
3,102,1
46,102,1
88,102,1
153,102,1
318,102,1
327,102,1
342,102,1
11,103,1
49,103,1
76,103,1
94,103,1
134,103,1
183,103,1
187,103,1
195,103,1
251,103,1
253,103,1
271,103,1
291,103,1
360,103,1
362,103,1
19,104,1
184,104,1
367,104,1
20,106,1
25,106,1
61,106,1
89,106,1
105,106,1
133,106,1
177,106,1
213,106,1
224,106,1
258,106,1
306,106,1
347,106,1
357,106,1
67,107,1
113,107,1
115,107,1
131,107,1
155,107,1
169,107,1
192,107,1
294,107,1
171,109,1
227,109,1
114,110,1
155,110,1
376,110,1
76,111,1
144,111,1
195,111,1
234,111,1
236,111,1
241,111,1
249,111,1
266,111,1
329,111,1
340,111,1
365,111,1
161,112,1
196,112,1
302,112,1
314,112,1
332,112,1
131,113,1
203,113,1
107,114,1
110,114,1
155,114,1
169,114,1
264,114,1
294,114,1
296,114,1
107,115,1
131,115,1
203,115,1
294,115,1
164,116,1
186,116,1
218,116,1
40,117,1
55,117,1
58,117,1
87,117,1
94,117,1
136,117,1
139,117,1
159,117,1
194,117,1
205,117,1
223,117,1
236,117,1
250,117,1
266,117,1
289,117,1
319,117,1
344,117,1
374,117,1
57,118,1
75,118,1
101,118,1
198,118,1
297,119,1
21,120,1
98,120,1
192,120,1
200,120,1
225,120,1
275,120,1
351,120,1
80,121,1
135,122,1
368,122,1
32,123,1
40,123,1
116,123,1
216,123,1
253,123,1
349,123,1
86,125,1
175,125,1
359,125,1
130,126,1
148,126,1
188,126,1
223,126,1
343,126,1
4,127,1
5,127,1
24,127,1
37,127,1
50,127,1
66,127,1
85,127,1
109,127,1
171,127,1
178,127,1
267,127,1
343,127,1
369,127,1
31,128,1
55,128,1
78,128,1
136,128,1
159,128,1
193,128,1
241,128,1
282,128,1
47,129,1
132,129,1
167,129,1
243,129,1
32,130,1
46,130,1
48,130,1
73,130,1
116,130,1
126,130,1
148,130,1
246,130,1
334,130,1
113,131,1
203,131,1
316,131,1
104,132,1
129,132,1
243,132,1
256,132,1
61,133,1
138,133,1
146,133,1
224,133,1
330,133,1
8,134,1
26,134,1
141,134,1
165,134,1
183,134,1
211,134,1
237,134,1
251,134,1
280,134,1
340,134,1
348,134,1
360,134,1
83,135,1
331,135,1
368,135,1
373,135,1
55,136,1
94,136,1
117,136,1
159,136,1
223,136,1
250,136,1
282,136,1
289,136,1
319,136,1
8,137,1
78,137,1
91,137,1
112,137,1
221,137,1
93,138,1
146,138,1
262,138,1
265,138,1
355,138,1
14,139,1
16,139,1
94,139,1
117,139,1
194,139,1
205,139,1
377,139,1
380,139,1
38,140,1
21,141,1
134,141,1
144,141,1
237,141,1
259,141,1
305,141,1
338,141,1
340,141,1
358,141,1
11,142,1
23,142,1
29,142,1
39,142,1
44,142,1
79,142,1
81,142,1
183,142,1
255,142,1
259,142,1
271,142,1
292,142,1
297,142,1
326,142,1
339,142,1
365,142,1
378,142,1
379,142,1
126,143,1
267,143,1
337,143,1
343,143,1
361,143,1
76,144,1
111,144,1
192,144,1
195,144,1
198,144,1
234,144,1
236,144,1
266,144,1
329,144,1
19,145,1
72,145,1
83,145,1
99,145,1
104,145,1
112,145,1
174,145,1
221,145,1
322,145,1
38,146,1
138,146,1
300,146,1
345,146,1
126,148,1
130,148,1
188,148,1
304,148,1
12,149,1
19,149,1
27,149,1
35,149,1
65,149,1
90,149,1
207,149,1
214,149,1
221,149,1
264,149,1
80,150,1
292,150,1
345,150,1
267,151,1
314,151,1
113,152,1
131,152,1
300,152,1
303,152,1
8,153,1
88,153,1
102,153,1
208,153,1
282,153,1
318,153,1
327,153,1
342,153,1
51,154,1
10,155,1
67,155,1
107,155,1
110,155,1
114,155,1
294,155,1
316,155,1
375,155,1
376,155,1
34,156,1
169,156,1
209,156,1
270,156,1
361,156,1
59,157,1
72,157,1
237,157,1
308,157,1
310,157,1
367,157,1
3,158,1
17,158,1
100,158,1
148,158,1
204,158,1
223,158,1
301,158,1
14,159,1
55,159,1
58,159,1
117,159,1
128,159,1
180,159,1
193,159,1
205,159,1
250,159,1
280,159,1
289,159,1
319,159,1
353,159,1
377,159,1
281,160,1
376,160,1
27,161,1
64,161,1
112,161,1
13,162,1
52,162,1
213,162,1
260,162,1
108,163,1
322,163,1
350,163,1
6,164,1
116,164,1
186,164,1
248,164,1
331,164,1
8,165,1
41,165,1
45,165,1
134,165,1
137,165,1
181,165,1
187,165,1
237,165,1
254,165,1
347,165,1
43,166,1
57,166,1
258,166,1
306,166,1
371,166,1
69,167,1
129,167,1
336,167,1
107,168,1
110,168,1
121,168,1
155,168,1
114,169,1
129,169,1
163,169,1
167,169,1
209,169,1
158,170,1
178,170,1
218,170,1
301,170,1
334,170,1
343,170,1
5,171,1
37,171,1
66,171,1
109,171,1
127,171,1
208,171,1
227,171,1
330,171,1
334,171,1
36,172,1
44,172,1
81,172,1
241,172,1
326,172,1
339,172,1
378,172,1
1,173,1
96,173,1
285,173,1
15,174,1
29,174,1
119,174,1
254,174,1
328,174,1
92,175,1
108,175,1
167,175,1
298,176,1
322,176,1
61,177,1
89,177,1
276,177,1
357,177,1
17,178,1
24,178,1
46,178,1
170,178,1
188,178,1
282,178,1
314,178,1
203,179,1
40,180,1
87,180,1
135,180,1
164,180,1
282,180,1
368,180,1
373,180,1
21,181,1
30,181,1
41,181,1
45,181,1
72,181,1
134,181,1
165,181,1
183,181,1
190,181,1
254,181,1
310,181,1
311,181,1
360,181,1
365,181,1
197,182,1
274,182,1
287,182,1
361,182,1
41,183,1
97,183,1
181,183,1
280,183,1
297,183,1
35,184,1
59,184,1
99,184,1
104,184,1
137,184,1
163,184,1
298,184,1
64,185,1
121,185,1
182,185,1
232,185,1
286,185,1
287,185,1
335,185,1
164,186,1
218,186,1
373,186,1
7,187,1
23,187,1
36,187,1
81,187,1
103,187,1
165,187,1
