"source","target","weight"
36,1,1
100,1,1
173,1,1
176,1,1
194,1,1
206,1,1
245,1,1
434,1,1
608,1,1
19,2,1
23,2,1
221,2,1
334,2,1
613,2,1
816,2,1
932,2,1
9,3,1
67,3,1
85,3,1
97,3,1
126,3,1
137,3,1
139,3,1
140,3,1
166,3,1
291,3,1
296,3,1
302,3,1
348,3,1
351,3,1
388,3,1
395,3,1
485,3,1
517,3,1
525,3,1
528,3,1
579,3,1
619,3,1
1015,3,1
185,4,1
326,4,1
368,4,1
398,4,1
463,4,1
494,4,1
518,4,1
530,4,1
551,4,1
610,4,1
631,4,1
870,4,1
48,5,1
97,5,1
210,5,1
462,5,1
573,5,1
628,5,1
756,5,1
816,5,1
29,6,1
770,6,1
1051,6,1
263,7,1
286,7,1
312,7,1
525,7,1
143,8,1
168,8,1
305,8,1
379,8,1
191,9,1
368,9,1
404,9,1
108,10,1
245,10,1
300,10,1
576,10,1
621,10,1
138,11,1
189,11,1
200,11,1
221,11,1
222,11,1
225,11,1
267,11,1
330,11,1
400,11,1
411,11,1
470,11,1
482,11,1
512,11,1
577,11,1
639,11,1
929,11,1
334,12,1
387,12,1
858,12,1
159,13,1
462,13,1
170,14,1
340,14,1
585,14,1
80,15,1
124,15,1
477,15,1
527,15,1
608,15,1
613,15,1
27,16,1
29,16,1
265,16,1
328,16,1
354,16,1
399,16,1
442,16,1
448,16,1
482,16,1
642,16,1
321,17,1
365,17,1
387,17,1
532,17,1
936,17,1
71,18,1
840,18,1
2,19,1
15,19,1
176,19,1
185,19,1
217,19,1
307,19,1
334,19,1
417,19,1
522,19,1
543,19,1
613,19,1
616,19,1
637,19,1
44,20,1
364,20,1
434,20,1
563,20,1
578,20,1
263,21,1
425,21,1
517,21,1
633,21,1
652,21,1
30,22,1
54,22,1
69,22,1
70,22,1
135,22,1
167,22,1
203,22,1
264,22,1
291,22,1
327,22,1
368,22,1
415,22,1
541,22,1
560,22,1
607,22,1
610,22,1
615,22,1
690,22,1
2,23,1
93,23,1
388,23,1
462,23,1
565,23,1
816,23,1
929,23,1
9,24,1
77,24,1
166,24,1
337,24,1
348,24,1
460,24,1
480,24,1
520,24,1
589,24,1
797,24,1
140,25,1
288,25,1
291,25,1
299,25,1
351,25,1
480,25,1
560,25,1
652,25,1
1015,25,1
110,26,1
218,26,1
572,26,1
611,26,1
16,27,1
127,27,1
194,27,1
227,27,1
348,27,1
425,27,1
430,27,1
768,27,1
139,28,1
179,28,1
281,28,1
383,28,1
390,28,1
96,29,1
262,29,1
835,29,1
22,30,1
308,30,1
415,30,1
423,30,1
541,30,1
142,31,1
339,31,1
600,31,1
41,32,1
93,32,1
210,32,1
355,32,1
388,32,1
413,32,1
484,32,1
588,32,1
621,32,1
558,33,1
71,34,1
134,34,1
214,34,1
294,34,1
463,34,1
498,34,1
499,34,1
191,35,1
243,35,1
261,35,1
406,35,1
490,35,1
504,35,1
1,36,1
173,36,1
176,36,1
342,36,1
548,36,1
593,36,1
489,37,1
1007,37,1
163,38,1
469,38,1
484,38,1
44,39,1
63,39,1
163,40,1
255,40,1
466,40,1
978,40,1
32,41,1
210,41,1
453,41,1
621,41,1
170,42,1
229,42,1
266,42,1
285,42,1
376,42,1
430,42,1
483,42,1
562,42,1
583,42,1
696,42,1
563,43,1
20,44,1
199,44,1
239,44,1
265,44,1
47,45,1
424,45,1
231,46,1
561,46,1
59,47,1
375,47,1
396,47,1
405,47,1
763,47,1
766,47,1
822,47,1
1053,47,1
573,48,1
166,49,1
141,50,1
170,50,1
177,50,1
598,50,1
132,53,1
142,53,1
214,53,1
225,53,1
22,54,1
69,54,1
158,54,1
219,54,1
423,54,1
551,54,1
586,54,1
77,55,1
350,55,1
497,55,1
553,55,1
130,56,1
257,56,1
359,56,1
627,56,1
629,56,1
697,56,1
432,57,1
807,57,1
53,58,1
120,58,1
193,58,1
448,58,1
543,58,1
571,58,1
602,58,1
606,58,1
627,58,1
49,59,1
766,59,1
983,59,1
38,60,1
474,60,1
207,61,1
219,61,1
322,61,1
423,61,1
472,61,1
312,62,1
451,62,1
458,62,1
497,62,1
546,62,1
567,62,1
805,62,1
200,63,1
570,63,1
987,63,1
27,64,1
907,64,1
14,65,1
19,66,1
86,66,1
103,66,1
128,66,1
147,66,1
154,66,1
170,66,1
194,66,1
235,66,1
397,66,1
452,66,1
483,66,1
542,66,1
543,66,1
560,66,1
583,66,1
649,66,1
800,66,1
92,67,1
108,67,1
154,67,1
228,67,1
260,67,1
337,67,1
393,67,1
440,67,1
630,67,1
417,68,1
422,68,1
526,68,1
22,69,1
30,69,1
54,69,1
70,69,1
135,69,1
167,69,1
292,69,1
368,69,1
415,69,1
471,69,1
494,69,1
607,69,1
610,69,1
653,69,1
690,69,1
64,70,1
97,70,1
137,70,1
144,70,1
264,70,1
295,70,1
343,70,1
393,70,1
578,70,1
374,71,1
641,71,1
230,73,1
421,73,1
504,73,1
625,73,1
48,74,1
172,74,1
189,74,1
604,74,1
607,74,1
96,75,1
279,75,1
264,76,1
302,76,1
340,76,1
350,76,1
452,76,1
596,76,1
24,77,1
55,77,1
153,77,1
204,77,1
217,77,1
345,77,1
348,77,1
460,77,1
480,77,1
499,77,1
525,77,1
578,77,1
797,77,1
932,77,1
51,78,1
185,78,1
266,78,1
320,78,1
