"source","target","weight"
576,1,1
1316,1,1
323,2,1
13,3,1
192,3,1
375,3,1
460,3,1
573,3,1
628,3,1
660,3,1
665,3,1
936,3,1
950,3,1
417,4,1
584,4,1
610,4,1
19,5,1
585,5,1
622,5,1
624,5,1
629,5,1
859,5,1
911,5,1
948,5,1
1214,5,1
567,6,1
687,6,1
713,6,1
408,7,1
253,8,1
617,8,1
1318,8,1
22,9,1
604,9,1
1282,9,1
15,11,1
300,11,1
333,11,1
419,11,1
1217,11,1
503,12,1
615,12,1
714,12,1
791,12,1
1024,12,1
1254,12,1
303,13,1
633,13,1
1330,13,1
782,14,1
894,14,1
980,14,1
1194,14,1
357,15,1
667,15,1
874,15,1
1109,15,1
86,16,1
87,16,1
170,16,1
239,16,1
435,16,1
513,16,1
700,16,1
1061,16,1
283,17,1
541,17,1
1070,17,1
427,18,1
703,18,1
789,18,1
1007,18,1
258,19,1
333,19,1
373,19,1
599,19,1
985,19,1
445,20,1
555,20,1
622,20,1
730,20,1
760,20,1
852,20,1
1286,20,1
57,21,1
393,21,1
583,21,1
625,21,1
864,21,1
1026,21,1
1037,21,1
1332,21,1
652,22,1
1046,23,1
1068,23,1
1168,23,1
233,24,1
1104,24,1
1208,24,1
1259,24,1
30,26,1
689,26,1
834,26,1
887,26,1
1169,26,1
1218,26,1
231,27,1
348,27,1
623,27,1
865,27,1
1000,27,1
1040,27,1
1206,27,1
72,28,1
155,28,1
810,28,1
1226,28,1
427,29,1
711,29,1
1333,29,1
19,30,1
77,30,1
587,30,1
1193,30,1
1342,30,1
343,31,1
385,31,1
1203,31,1
1223,31,1
101,32,1
212,32,1
562,32,1
1023,32,1
1024,32,1
1088,32,1
1279,32,1
40,33,1
88,33,1
378,33,1
730,33,1
852,33,1
1111,33,1
1127,33,1
1266,33,1
598,34,1
973,34,1
1168,34,1
101,35,1
175,35,1
276,35,1
382,35,1
607,35,1
714,35,1
811,35,1
1023,35,1
1024,35,1
1109,35,1
1117,35,1
1279,35,1
427,36,1
502,36,1
685,36,1
717,36,1
1007,36,1
939,37,1
123,38,1
293,38,1
219,39,1
1173,39,1
1177,39,1
998,41,1
1001,41,1
137,42,1
209,42,1
275,42,1
296,42,1
395,42,1
566,42,1
612,42,1
788,42,1
839,42,1
925,42,1
941,42,1
1098,42,1
1114,42,1
1255,42,1
58,43,1
514,43,1
659,43,1
288,44,1
326,44,1
408,44,1
483,44,1
636,44,1
739,46,1
1009,46,1
61,47,1
165,47,1
645,47,1
711,48,1
741,48,1
681,49,1
1033,49,1
3,50,1
113,50,1
211,50,1
277,50,1
633,50,1
643,50,1
651,50,1
660,50,1
665,50,1
699,50,1
702,50,1
707,50,1
827,50,1
923,50,1
936,50,1
1043,50,1
1122,51,1
807,52,1
881,52,1
206,53,1
343,53,1
382,53,1
401,53,1
519,53,1
632,53,1
883,53,1
1223,53,1
77,54,1
346,54,1
588,54,1
683,54,1
787,54,1
904,54,1
1181,54,1
1170,55,1
333,56,1
1124,56,1
1199,56,1
582,57,1
830,57,1
47,58,1
61,58,1
136,58,1
645,58,1
904,59,1
906,59,1
1225,59,1
47,61,1
514,61,1
645,61,1
1222,61,1
787,62,1
900,62,1
453,63,1
914,63,1
1158,63,1
684,64,1
384,65,1
413,65,1
540,65,1
711,65,1
177,66,1
254,66,1
546,66,1
1019,66,1
1034,66,1
1100,66,1
149,67,1
453,67,1
194,68,1
324,68,1
359,68,1
456,68,1
531,68,1
681,68,1
688,68,1
728,68,1
915,68,1
930,68,1
1304,68,1
117,69,1
678,69,1
375,70,1
434,70,1
713,70,1
721,70,1
918,70,1
663,71,1
155,72,1
268,72,1
1226,72,1
1241,73,1
46,74,1
124,74,1
387,74,1
511,74,1
725,74,1
756,74,1
806,74,1
881,74,1
1038,74,1
1315,74,1
210,75,1
54,77,1
787,77,1
528,78,1
1190,80,1
93,81,1
132,81,1
561,81,1
618,81,1
696,81,1
818,81,1
858,83,1
269,84,1
885,84,1
928,84,1
1216,84,1
239,86,1
1034,86,1
683,87,1
18,88,1
33,88,1
852,88,1
741,89,1
796,89,1
1303,89,1
647,90,1
1137,90,1
78,91,1
1146,92,1
878,93,1
1224,93,1
54,94,1
183,94,1
696,94,1
822,94,1
896,94,1
904,94,1
1225,94,1
191,95,1
517,95,1
1084,95,1
257,96,1
260,96,1
298,96,1
386,96,1
390,96,1
424,96,1
430,96,1
634,96,1
718,96,1
1057,96,1
39,97,1
427,97,1
1125,97,1
1173,97,1
1177,97,1
1190,97,1
1201,97,1
1311,97,1
498,98,1
600,98,1
601,98,1
989,98,1
74,99,1
244,99,1
366,99,1
391,99,1
717,99,1
736,99,1
811,99,1
881,99,1
1089,99,1
1307,99,1
102,100,1
194,100,1
669,100,1
757,100,1
1266,100,1
32,101,1
212,101,1
255,101,1
452,101,1
607,101,1
943,101,1
1088,101,1
1279,101,1
47,102,1
148,102,1
223,102,1
374,103,1
523,103,1
532,103,1
752,103,1
854,103,1
1149,103,1
1193,103,1
1298,103,1
973,104,1
737,105,1
903,105,1
64,106,1
420,106,1
1142,106,1
126,107,1
172,107,1
766,107,1
869,107,1
930,107,1
1008,107,1
1057,107,1
1336,107,1
256,108,1
545,108,1
691,108,1
734,108,1
872,108,1
877,108,1
1133,108,1
1134,108,1
85,109,1
472,110,1
881,110,1
1038,110,1
1203,110,1
1259,110,1
1338,110,1
1041,111,1
134,112,1
399,112,1
818,112,1
936,112,1
1181,112,1
1343,112,1
702,113,1
942,113,1
952,113,1
958,113,1
391,114,1
1143,114,1
128,115,1
183,115,1
260,115,1
302,115,1
325,115,1
390,115,1
550,115,1
622,115,1
681,115,1
798,115,1
1031,115,1
1161,115,1
1221,115,1
1263,115,1
1298,115,1
345,116,1
411,116,1
1221,116,1
1304,116,1
69,117,1
163,117,1
230,117,1
563,117,1
678,117,1
833,118,1
128,119,1
183,119,1
555,119,1
802,119,1
1031,119,1
1136,119,1
1161,119,1
106,120,1
113,120,1
202,120,1
224,120,1
226,120,1
952,120,1
958,120,1
1142,120,1
192,121,1
409,121,1
804,121,1
950,121,1
1048,121,1
111,122,1
1211,122,1
38,123,1
312,123,1
472,123,1
1157,123,1
46,124,1
74,124,1
387,124,1
418,124,1
756,124,1
806,124,1
1194,124,1
226,125,1
419,125,1
530,125,1
613,125,1
175,126,1
244,126,1
325,126,1
364,126,1
634,126,1
668,126,1
670,126,1
799,126,1
1054,126,1
1057,126,1
1152,126,1
1214,126,1
364,128,1
518,128,1
524,128,1
574,128,1
1161,128,1
263,129,1
303,129,1
802,129,1
884,129,1
443,130,1
629,130,1
1291,130,1
53,131,1
123,131,1
206,131,1
343,131,1
519,131,1
795,131,1
883,131,1
1223,131,1
397,133,1
208,135,1
415,135,1
543,135,1
601,135,1
989,135,1
1246,135,1
58,136,1
42,137,1
296,137,1
589,137,1
621,137,1
810,137,1
941,137,1
240,139,1
307,139,1
1079,139,1
776,140,1
805,140,1
72,141,1
731,141,1
880,141,1
1198,142,1
1216,142,1
303,143,1
702,143,1
874,144,1
331,145,1
1011,145,1
1299,145,1
216,146,1
233,146,1
239,146,1
288,146,1
320,146,1
326,146,1
327,146,1
564,146,1
763,146,1
855,146,1
1079,146,1
1104,146,1
1208,146,1
1292,146,1
295,147,1
370,147,1
560,147,1
716,147,1
936,147,1
223,148,1
345,148,1
669,148,1
1039,148,1
1091,148,1
1228,148,1
1296,148,1
305,150,1
635,150,1
636,150,1
1130,150,1
1261,150,1
914,151,1
1086,151,1
64,152,1
276,153,1
404,153,1
462,153,1
622,153,1
792,153,1
1214,153,1
397,154,1
785,154,1
72,155,1
659,155,1
723,155,1
1226,155,1
121,156,1
225,156,1
279,156,1
589,156,1
877,156,1
892,156,1
991,156,1
1099,156,1
1272,156,1
249,157,1
338,158,1
490,158,1
610,158,1
639,158,1
664,158,1
717,158,1
944,158,1
1312,158,1
303,159,1
372,159,1
473,159,1
970,159,1
1272,159,1
706,160,1
773,160,1
807,160,1
1105,160,1
436,161,1
1224,161,1
538,162,1
673,162,1
684,162,1
819,162,1
821,162,1
1015,162,1
117,163,1
230,163,1
739,163,1
1244,163,1
1286,163,1
47,165,1
199,166,1
201,166,1
362,166,1
225,169,1
420,169,1
1209,169,1
452,170,1
503,170,1
553,170,1
740,170,1
937,170,1
992,170,1
1061,170,1
76,171,1
133,171,1
506,171,1
1167,171,1
1196,171,1
366,172,1
386,172,1
531,172,1
766,172,1
969,172,1
1076,172,1
1085,172,1
1267,172,1
1346,172,1
218,173,1
488,173,1
410,174,1
817,174,1
1219,174,1
126,175,1
128,175,1
244,175,1
302,175,1
364,175,1
404,175,1
499,175,1
500,175,1
524,175,1
574,175,1
668,175,1
670,175,1
799,175,1
937,175,1
1076,175,1
1089,175,1
1136,175,1
1152,175,1
1120,176,1
66,177,1
254,177,1
1019,177,1
1034,177,1
123,178,1
312,178,1
1311,178,1
1110,179,1
1280,180,1
1151,181,1
412,182,1
584,182,1
587,182,1
678,182,1
754,182,1
811,182,1
894,182,1
1038,182,1
1089,182,1
1,183,1
5,183,1
115,183,1
185,183,1
1031,183,1
1221,183,1
1302,183,1
1316,183,1
162,184,1
716,184,1
898,184,1
1015,184,1
1264,184,1
474,185,1
1002,185,1
1204,185,1
1265,185,1
405,186,1
525,186,1
995,186,1
1060,186,1
1072,186,1
1223,186,1
1326,186,1
244,187,1
298,187,1
364,187,1
523,187,1
1054,187,1
1136,187,1
1286,187,1
226,189,1
850,189,1
1293,189,1
1222,190,1
95,191,1
722,191,1
121,192,1
950,192,1
1050,192,1
224,193,1
246,193,1
370,193,1
1280,193,1
669,194,1
106,195,1
211,195,1
872,195,1
1073,195,1
1340,195,1
1012,196,1
1141,196,1
1144,196,1
897,197,1
1078,197,1
1309,197,1
600,198,1
1091,198,1
1096,198,1
166,199,1
201,199,1
623,199,1
1276,199,1
359,200,1
362,200,1
456,200,1
531,200,1
757,200,1
869,200,1
166,201,1
199,201,1
113,202,1
120,202,1
370,202,1
665,202,1
958,202,1
1128,202,1
1163,202,1
166,203,1
758,203,1
786,203,1
1012,203,1
133,204,1
277,204,1
412,204,1
474,204,1
584,204,1
725,204,1
894,204,1
999,204,1
50,205,1
211,205,1
246,205,1
277,205,1
651,205,1
660,205,1
665,205,1
699,205,1
702,205,1
889,205,1
923,205,1
576,206,1
706,206,1
795,206,1
807,206,1
248,207,1
658,207,1
870,207,1
415,208,1
483,208,1
42,209,1
225,209,1
270,209,1
296,209,1
393,209,1
466,209,1
583,209,1
773,209,1
810,209,1
1068,209,1
1098,209,1
75,210,1
251,210,1
280,210,1
392,210,1
423,210,1
1243,210,1
1043,211,1
32,212,1
101,212,1
462,212,1
499,212,1
553,212,1
562,212,1
228,213,1
245,213,1
293,213,1
912,213,1
927,213,1
1090,213,1
1180,213,1
121,214,1
409,214,1
460,214,1
936,214,1
1035,214,1
146,216,1
239,216,1
288,216,1
326,216,1
1244,216,1
154,217,1
199,217,1
362,217,1
580,217,1
56,218,1
191,218,1
312,218,1
333,218,1
510,218,1
550,218,1
553,218,1
572,218,1
734,218,1
937,218,1
39,219,1
1173,219,1
1177,219,1
1201,219,1
1311,219,1
498,220,1
704,220,1
849,220,1
969,220,1
57,221,1
328,221,1
473,221,1
566,221,1
621,221,1
673,221,1
853,221,1
864,221,1
1026,221,1
1037,221,1
1230,221,1
110,222,1
374,222,1
690,222,1
711,222,1
1014,222,1
1336,222,1
148,223,1
280,223,1
924,223,1
1204,223,1
1263,223,1
152,224,1
195,224,1
351,224,1
296,225,1
862,225,1
113,226,1
120,226,1
189,226,1
701,226,1
850,226,1
952,226,1
1080,226,1
339,227,1
521,227,1
632,227,1
694,227,1
1113,227,1
1127,227,1
213,228,1
