"source","target","weight"
15,2,1
253,2,1
2,3,1
7,3,1
13,3,1
68,3,1
87,3,1
88,3,1
158,3,1
219,3,1
224,3,1
241,3,1
253,3,1
274,3,1
275,3,1
313,3,1
140,5,1
226,5,1
279,5,1
288,5,1
310,5,1
328,5,1
351,5,1
142,6,1
186,6,1
3,7,1
85,7,1
253,7,1
274,7,1
13,8,1
38,8,1
163,8,1
209,8,1
286,8,1
311,8,1
326,8,1
92,9,1
150,9,1
351,9,1
144,10,1
157,10,1
255,10,1
285,10,1
305,10,1
101,11,1
304,11,1
3,12,1
48,12,1
61,12,1
68,12,1
69,12,1
75,12,1
86,12,1
158,12,1
186,12,1
274,12,1
8,13,1
69,13,1
209,13,1
303,13,1
64,14,1
67,14,1
214,14,1
231,14,1
22,16,1
99,16,1
149,16,1
170,16,1
174,16,1
265,16,1
330,16,1
27,17,1
36,17,1
62,17,1
209,17,1
231,17,1
324,17,1
66,18,1
69,18,1
81,18,1
175,18,1
201,18,1
263,18,1
291,18,1
295,18,1
303,18,1
314,18,1
14,19,1
104,19,1
109,19,1
112,19,1
114,19,1
136,19,1
259,19,1
267,19,1
273,19,1
280,19,1
350,19,1
355,19,1
16,20,1
31,20,1
55,20,1
105,20,1
132,20,1
149,20,1
170,20,1
174,20,1
234,20,1
265,20,1
272,20,1
330,20,1
341,20,1
8,21,1
69,21,1
356,21,1
20,22,1
31,22,1
99,22,1
132,22,1
220,22,1
234,22,1
265,22,1
330,22,1
341,22,1
127,23,1
151,23,1
194,23,1
204,23,1
215,23,1
353,23,1
36,24,1
227,24,1
223,25,1
327,25,1
86,26,1
98,26,1
161,26,1
169,26,1
238,26,1
282,26,1
302,26,1
97,28,1
133,28,1
187,28,1
333,28,1
70,29,1
156,29,1
162,29,1
133,30,1
165,30,1
187,30,1
239,30,1
241,30,1
333,30,1
20,31,1
272,31,1
11,32,1
52,33,1
69,33,1
160,33,1
181,33,1
240,33,1
246,33,1
356,33,1
65,34,1
100,34,1
321,34,1
343,34,1
50,35,1
122,35,1
128,35,1
147,35,1
152,35,1
207,35,1
329,35,1
67,36,1
231,36,1
130,37,1
228,37,1
8,38,1
151,38,1
311,38,1
331,38,1
54,40,1
116,40,1
177,40,1
182,40,1
246,40,1
284,40,1
326,40,1
48,41,1
75,41,1
260,41,1
304,41,1
316,41,1
125,42,1
183,42,1
233,42,1
245,42,1
300,42,1
344,42,1
18,43,1
40,43,1
66,43,1
93,43,1
141,43,1
175,43,1
237,43,1
247,43,1
263,43,1
314,43,1
326,43,1
338,43,1
2,44,1
7,44,1
15,44,1
75,44,1
159,44,1
253,44,1
38,46,1
45,46,1
66,46,1
103,46,1
182,46,1
193,46,1
252,46,1
270,46,1
286,46,1
331,46,1
353,46,1
3,47,1
158,47,1
253,47,1
68,48,1
86,48,1
165,48,1
30,49,1
85,49,1
239,49,1
253,49,1
37,50,1
63,50,1
86,50,1
89,50,1
95,50,1
98,50,1
110,50,1
140,50,1
197,50,1
228,50,1
243,50,1
250,50,1
281,50,1
282,50,1
302,50,1
320,50,1
346,50,1
347,50,1
83,51,1
299,51,1
69,52,1
222,52,1
13,53,1
126,53,1
176,53,1
335,53,1
40,54,1
52,54,1
249,54,1
16,55,1
105,55,1
131,55,1
149,55,1
170,55,1
234,55,1
248,55,1
244,56,1
319,56,1
23,57,1
46,57,1
84,57,1
127,57,1
156,57,1
194,57,1
204,57,1
205,57,1
252,57,1
267,57,1
345,57,1
131,58,1
184,58,1
118,59,1
124,59,1
230,59,1
289,59,1
312,59,1
342,59,1
348,59,1
59,60,1
221,60,1
223,60,1
278,60,1
282,60,1
312,60,1
60,61,1
71,61,1
217,61,1
221,61,1
278,61,1
296,61,1
312,61,1
320,61,1
91,62,1
125,62,1
183,62,1
233,62,1
335,62,1
50,63,1
71,63,1
153,63,1
282,63,1
310,63,1
315,63,1
320,63,1
14,64,1
123,64,1
200,64,1
211,64,1
229,64,1
236,64,1
244,64,1
357,64,1
34,65,1
321,65,1
81,66,1
36,67,1
56,67,1
357,67,1
159,68,1
274,68,1
18,69,1
33,69,1
52,69,1
160,69,1
172,69,1
240,69,1
356,69,1
103,70,1
143,70,1
162,70,1
252,70,1
50,71,1
61,71,1
90,71,1
94,71,1
95,71,1
152,71,1
161,71,1
197,71,1
208,71,1
217,71,1
276,71,1
281,71,1
320,71,1
346,71,1
347,71,1
34,72,1
39,72,1
130,72,1
343,72,1
57,73,1
108,73,1
27,74,1
38,74,1
119,74,1
306,74,1
41,75,1
69,75,1
304,75,1
9,76,1
98,76,1
262,76,1
321,76,1
351,76,1
245,77,1
284,77,1
154,78,1
166,78,1
285,78,1
305,78,1
62,79,1
203,79,1
205,79,1
222,79,1
332,79,1
18,81,1
66,81,1
175,81,1
105,82,1
299,83,1
23,84,1
57,84,1
66,84,1
156,84,1
162,84,1
172,84,1
205,84,1
345,84,1
356,84,1
32,85,1
49,85,1
101,85,1
171,85,1
199,85,1
304,85,1
9,86,1
26,86,1
37,86,1
50,86,1
72,86,1
92,86,1
140,86,1
150,86,1
310,86,1
351,86,1
158,87,1
239,87,1
269,87,1
77,88,1
79,88,1
171,88,1
245,88,1
137,89,1
145,90,1
224,90,1
276,90,1
282,90,1
40,91,1
62,91,1
116,91,1
214,91,1
246,91,1
247,91,1
344,91,1
9,92,1
310,92,1
322,92,1
18,93,1
157,93,1
201,93,1
247,93,1
257,93,1
263,93,1
291,93,1
321,94,1
167,95,1
123,96,1
205,96,1
214,96,1
55,97,1
59,97,1
118,97,1
124,97,1
148,97,1
217,97,1
221,97,1
223,97,1
287,97,1
60,98,1
76,98,1
153,98,1
262,98,1
282,98,1
321,98,1
16,99,1
22,99,1
31,99,1
132,99,1
170,99,1
174,99,1
34,100,1
167,100,1
343,100,1
11,101,1
85,101,1
142,101,1
199,101,1
304,101,1
339,101,1
213,102,1
314,103,1
19,104,1
109,104,1
112,104,1
114,104,1
259,104,1
273,104,1
350,104,1
355,104,1
20,105,1
170,105,1
212,105,1
234,105,1
330,105,1
142,106,1
298,106,1
38,107,1
46,107,1
151,107,1
176,107,1
189,107,1
190,107,1
193,107,1
270,107,1
345,107,1
38,108,1
73,108,1
109,108,1
189,108,1
270,108,1
19,109,1
104,109,1
114,109,1
259,109,1
273,109,1
280,109,1
355,109,1
167,110,1
315,110,1
322,110,1
206,111,1
335,111,1
344,111,1
19,112,1
30,112,1
45,112,1
48,112,1
104,112,1
189,112,1
239,112,1
241,112,1
273,112,1
23,113,1
57,113,1
194,113,1
204,113,1
215,113,1
249,113,1
252,113,1
267,113,1
19,114,1
104,114,1
112,114,1
125,114,1
136,114,1
143,114,1
176,114,1
200,114,1
229,114,1
259,114,1
261,114,1
273,114,1
280,114,1
332,114,1
350,114,1
355,114,1
3,115,1
7,115,1
15,115,1
187,115,1
274,115,1
40,116,1
54,116,1
77,116,1
91,116,1
163,116,1
172,116,1
179,116,1
233,116,1
246,116,1
247,116,1
256,116,1
271,116,1
303,116,1
326,116,1
338,116,1
32,117,1
51,117,1
83,117,1
159,117,1
165,117,1
187,117,1
274,117,1
316,117,1
327,117,1
333,117,1
352,117,1
35,118,1
60,118,1
61,118,1
87,118,1
97,118,1
124,118,1
148,118,1
185,118,1
207,118,1
217,118,1
221,118,1
276,118,1
278,118,1
287,118,1
296,118,1
312,118,1
318,118,1
323,118,1
339,118,1
342,118,1
348,118,1
74,119,1
231,119,1
261,119,1
306,119,1
156,120,1
180,120,1
295,120,1
8,121,1
13,121,1
119,121,1
206,121,1
35,122,1
147,122,1
302,122,1
351,122,1
56,123,1
64,123,1
96,123,1
200,123,1
202,123,1
205,123,1
211,123,1
214,123,1
229,123,1
236,123,1
309,123,1
325,123,1
357,123,1
223,124,1
323,124,1
42,125,1
62,125,1
77,125,1
79,125,1
183,125,1
189,125,1
233,125,1
245,125,1
283,125,1
300,125,1
52,126,1
335,126,1
151,127,1
215,127,1
35,128,1
122,128,1
152,128,1
281,128,1
56,129,1
64,129,1
96,129,1
123,129,1
141,129,1
205,129,1
211,129,1
214,129,1
229,129,1
280,129,1
65,130,1
16,131,1
20,131,1
55,131,1
105,131,1
149,131,1
170,131,1
248,131,1
22,132,1
174,132,1
220,132,1
327,132,1
30,133,1
48,133,1
187,133,1
214,133,1
241,133,1
333,133,1
213,134,1
305,134,1
157,135,1
180,135,1
257,135,1
96,136,1
214,136,1
267,136,1
350,136,1
226,137,1
32,138,1
85,138,1
90,138,1
101,138,1
115,138,1
158,138,1
269,138,1
142,139,1
294,139,1
339,139,1
150,140,1
351,140,1
37,141,1
56,141,1
211,141,1
244,141,1
294,142,1
70,143,1
81,143,1
103,143,1
127,143,1
156,143,1
162,143,1
164,143,1
175,143,1
176,143,1
196,143,1
295,143,1
78,144,1
140,144,1
154,144,1
63,145,1
3,146,1
15,146,1
48,146,1
101,146,1
190,146,1
196,146,1
269,146,1
273,146,1
35,147,1
207,147,1
228,147,1
60,148,1
61,148,1
87,148,1
97,148,1
118,148,1
207,148,1
221,148,1
223,148,1
289,148,1
318,148,1
323,148,1
16,149,1
20,149,1
55,149,1
105,149,1
131,149,1
170,149,1
174,149,1
234,149,1
248,149,1
265,149,1
330,149,1
86,150,1
92,150,1
98,150,1
140,150,1
310,150,1
351,150,1
302,152,1
320,152,1
63,153,1
98,153,1
282,153,1
302,153,1
320,153,1
78,154,1
166,154,1
66,155,1
81,155,1
84,156,1
163,156,1
345,156,1
135,157,1
257,157,1
268,157,1
3,158,1
15,158,1
30,158,1
68,158,1
85,158,1
87,158,1
101,158,1
161,158,1
165,158,1
224,158,1
239,158,1
241,158,1
245,158,1
286,158,1
289,158,1
327,158,1
239,159,1
33,160,1
69,160,1
181,160,1
199,160,1
240,160,1
