"source","target","weight"
332,1,1
788,1,1
1093,1,1
25,3,1
127,3,1
190,3,1
794,3,1
1108,3,1
1169,3,1
1218,3,1
186,4,1
332,4,1
568,4,1
768,4,1
799,4,1
1193,4,1
69,5,1
238,5,1
337,5,1
722,5,1
121,6,1
179,6,1
596,6,1
1181,6,1
755,7,1
56,8,1
113,8,1
237,8,1
469,8,1
492,8,1
535,8,1
593,8,1
744,8,1
937,8,1
1069,8,1
1608,8,1
64,9,1
631,9,1
843,9,1
11,10,1
462,10,1
810,10,1
1021,10,1
10,11,1
140,11,1
821,11,1
1010,11,1
1017,11,1
1080,11,1
1115,11,1
1115,12,1
29,13,1
1205,13,1
739,14,1
1388,14,1
184,15,1
738,15,1
5,16,1
7,16,1
116,16,1
312,16,1
629,16,1
1047,16,1
1117,16,1
168,17,1
511,17,1
722,17,1
821,17,1
835,17,1
986,17,1
1072,17,1
1125,17,1
1144,17,1
240,18,1
345,18,1
690,18,1
713,18,1
1012,18,1
738,19,1
266,20,1
426,20,1
630,20,1
1069,20,1
73,21,1
175,21,1
728,21,1
747,21,1
476,22,1
835,22,1
881,22,1
184,23,1
243,23,1
521,23,1
575,23,1
705,23,1
770,23,1
955,23,1
967,23,1
486,24,1
574,24,1
622,24,1
1117,24,1
3,25,1
59,25,1
190,25,1
367,25,1
484,25,1
540,25,1
561,25,1
661,25,1
692,25,1
708,25,1
786,25,1
844,25,1
1108,25,1
1136,25,1
165,26,1
341,26,1
411,26,1
665,26,1
676,26,1
778,26,1
883,26,1
935,26,1
215,28,1
1143,28,1
772,29,1
1205,29,1
298,30,1
565,30,1
1109,30,1
1154,30,1
32,31,1
59,31,1
325,31,1
374,31,1
530,31,1
1119,31,1
10,32,1
577,32,1
21,33,1
48,33,1
174,33,1
175,33,1
239,33,1
382,33,1
464,33,1
533,33,1
569,33,1
642,33,1
728,33,1
747,33,1
759,33,1
871,33,1
920,33,1
1008,33,1
1099,33,1
1182,33,1
1195,33,1
285,34,1
983,34,1
1208,34,1
207,36,1
346,36,1
1204,36,1
191,37,1
365,37,1
570,37,1
651,37,1
848,37,1
849,37,1
889,37,1
1185,37,1
1189,37,1
224,38,1
368,38,1
964,38,1
1152,38,1
131,39,1
187,39,1
337,39,1
496,39,1
808,39,1
1127,39,1
1184,39,1
307,40,1
418,40,1
899,40,1
1109,40,1
823,41,1
903,41,1
1006,41,1
8,42,1
113,42,1
167,42,1
372,42,1
531,42,1
556,42,1
587,42,1
805,42,1
831,42,1
914,42,1
937,42,1
949,42,1
1055,42,1
1094,42,1
1195,42,1
144,43,1
150,43,1
509,43,1
796,43,1
826,43,1
904,43,1
316,44,1
714,44,1
732,44,1
780,44,1
785,44,1
936,44,1
1072,44,1
279,45,1
404,45,1
931,45,1
499,46,1
685,46,1
737,46,1
1197,46,1
1388,46,1
1440,46,1
1599,46,1
472,47,1
664,47,1
684,47,1
743,47,1
1001,47,1
1056,47,1
1110,47,1
920,48,1
54,49,1
84,49,1
432,49,1
529,49,1
530,49,1
706,49,1
1114,49,1
1130,49,1
1139,49,1
595,51,1
282,52,1
384,53,1
534,53,1
550,53,1
564,53,1
781,53,1
1065,53,1
1100,53,1
1122,53,1
1174,53,1
828,54,1
5,55,1
16,55,1
17,55,1
86,55,1
103,55,1
189,55,1
