"source","target","weight"
401,1,1
446,1,1
74,2,1
77,2,1
129,2,1
151,2,1
180,2,1
391,2,1
398,2,1
13,3,1
61,3,1
184,3,1
259,3,1
379,3,1
537,3,1
542,3,1
173,4,1
442,6,1
500,6,1
507,6,1
88,7,1
254,7,1
291,7,1
536,7,1
226,8,1
246,8,1
483,9,1
187,10,1
245,10,1
442,10,1
481,10,1
500,10,1
194,11,1
229,11,1
309,11,1
341,11,1
541,11,1
134,12,1
168,12,1
260,12,1
301,12,1
415,12,1
500,12,1
180,13,1
428,13,1
43,14,1
184,14,1
374,14,1
401,14,1
405,14,1
413,14,1
433,14,1
457,14,1
486,14,1
85,15,1
235,15,1
246,15,1
266,15,1
291,15,1
327,15,1
333,15,1
375,15,1
390,15,1
478,15,1
104,16,1
166,16,1
418,16,1
105,17,1
107,18,1
274,18,1
298,18,1
4,19,1
156,19,1
239,19,1
258,19,1
333,19,1
524,19,1
525,19,1
443,20,1
178,21,1
489,21,1
495,21,1
497,21,1
493,22,1
156,23,1
181,23,1
249,23,1
371,23,1
50,24,1
117,24,1
144,24,1
148,24,1
188,24,1
331,24,1
385,24,1
447,24,1
52,25,1
121,25,1
266,25,1
408,25,1
512,25,1
270,26,1
123,27,1
261,27,1
149,28,1
213,28,1
538,28,1
73,29,1
92,29,1
176,29,1
181,29,1
240,29,1
355,29,1
371,29,1
463,29,1
43,31,1
249,31,1
28,32,1
213,32,1
283,32,1
538,32,1
388,33,1
484,33,1
285,34,1
292,34,1
110,35,1
298,35,1
85,36,1
32,37,1
391,37,1
32,38,1
59,38,1
68,38,1
92,38,1
149,38,1
194,38,1
202,38,1
238,38,1
256,38,1
494,38,1
523,38,1
81,39,1
349,39,1
516,39,1
112,40,1
362,40,1
409,40,1
466,40,1
467,40,1
479,40,1
312,41,1
11,42,1
231,42,1
286,42,1
92,43,1
249,43,1
366,43,1
359,44,1
23,47,1
97,47,1
111,47,1
132,47,1
178,47,1
192,47,1
230,47,1
260,47,1
315,47,1
80,48,1
85,48,1
205,48,1
272,48,1
340,48,1
395,48,1
406,48,1
493,48,1
510,48,1
276,49,1
283,49,1
416,49,1
24,50,1
57,50,1
117,50,1
113,51,1
140,51,1
327,51,1
356,51,1
361,51,1
443,51,1
70,52,1
171,52,1
275,52,1
103,53,1
109,53,1
201,53,1
206,53,1
345,53,1
449,53,1
462,53,1
142,55,1
249,55,1
271,55,1
289,55,1
496,55,1
527,55,1
157,56,1
368,56,1
1,57,1
50,57,1
374,57,1
414,57,1
111,58,1
159,58,1
193,58,1
244,58,1
283,58,1
470,58,1
38,59,1
310,59,1
352,59,1
392,59,1
494,59,1
8,60,1
160,60,1
200,60,1
314,60,1
330,60,1
462,60,1
513,60,1
111,61,1
129,61,1
265,61,1
405,61,1
542,61,1
59,62,1
104,62,1
128,62,1
166,62,1
294,62,1
351,63,1
175,64,1
128,65,1
175,65,1
310,65,1
401,65,1
431,65,1
487,65,1
109,66,1
262,66,1
304,66,1
419,66,1
92,67,1
215,67,1
385,67,1
386,67,1
433,67,1
278,68,1
209,69,1
219,69,1
352,69,1
216,70,1
275,70,1
499,70,1
501,71,1
539,71,1
179,72,1
183,72,1
243,72,1
312,72,1
324,72,1
414,72,1
416,72,1
424,72,1
454,72,1
16,73,1
106,73,1
121,73,1
142,73,1
153,73,1
245,73,1
280,73,1
523,73,1
2,74,1
100,74,1
151,74,1
12,75,1
95,75,1
124,75,1
144,75,1
207,75,1
217,75,1
388,75,1
397,75,1
414,75,1
454,75,1
527,75,1
96,76,1
228,76,1
332,76,1
348,76,1
2,77,1
180,77,1
193,77,1
481,77,1
294,78,1
114,79,1
243,79,1
398,79,1
81,80,1
85,80,1
39,81,1
211,81,1
72,82,1
