"source","target","weight"
106,1,1
117,1,1
132,1,1
135,1,1
145,1,1
187,1,1
230,1,1
376,1,1
402,1,1
298,2,1
59,4,1
67,4,1
142,4,1
205,4,1
272,4,1
418,4,1
58,5,1
375,5,1
45,7,1
85,7,1
87,7,1
188,7,1
189,7,1
201,7,1
205,7,1
260,7,1
412,7,1
356,8,1
181,9,1
309,9,1
409,9,1
100,10,1
136,10,1
155,10,1
158,10,1
297,10,1
8,11,1
92,11,1
134,11,1
140,11,1
207,11,1
272,11,1
291,11,1
14,13,1
139,13,1
186,13,1
190,13,1
259,13,1
288,13,1
310,13,1
357,13,1
101,14,1
119,14,1
264,14,1
346,14,1
361,14,1
18,16,1
67,16,1
99,16,1
217,16,1
235,16,1
273,16,1
310,16,1
364,16,1
378,16,1
431,16,1
64,17,1
190,17,1
249,17,1
19,18,1
34,18,1
75,18,1
14,19,1
54,19,1
62,19,1
93,19,1
154,19,1
328,19,1
333,19,1
346,19,1
361,19,1
33,20,1
51,20,1
53,20,1
95,20,1
109,20,1
133,20,1
234,20,1
354,20,1
368,20,1
412,20,1
96,21,1
350,21,1
411,21,1
150,22,1
184,22,1
326,22,1
429,23,1
432,23,1
244,24,1
1,25,1
28,25,1
61,25,1
108,25,1
119,25,1
145,25,1
230,25,1
257,25,1
272,25,1
291,25,1
348,25,1
354,25,1
356,25,1
376,25,1
74,27,1
25,28,1
230,28,1
365,28,1
432,28,1
118,29,1
122,29,1
163,29,1
180,29,1
185,29,1
123,30,1
147,30,1
165,30,1
278,31,1
423,31,1
132,32,1
53,33,1
234,33,1
354,33,1
395,33,1
435,33,1
18,34,1
73,34,1
142,34,1
300,34,1
351,35,1
94,36,1
101,36,1
267,36,1
287,36,1
21,37,1
96,37,1
106,37,1
261,37,1
265,37,1
293,37,1
350,37,1
411,37,1
30,38,1
155,38,1
173,38,1
303,38,1
360,38,1
120,39,1
239,39,1
282,39,1
137,40,1
175,40,1
237,40,1
266,40,1
353,40,1
119,41,1
156,41,1
166,41,1
310,41,1
352,41,1
307,42,1
25,43,1
61,43,1
128,43,1
345,43,1
205,44,1
216,45,1
284,45,1
313,45,1
349,45,1
133,47,1
161,47,1
269,48,1
271,48,1
423,48,1
247,49,1
77,50,1
93,50,1
156,50,1
160,50,1
44,51,1
191,51,1
240,51,1
255,51,1
314,51,1
322,51,1
84,52,1
20,53,1
33,53,1
234,53,1
343,53,1
244,54,1
411,54,1
156,55,1
236,55,1
330,55,1
372,55,1
67,56,1
330,56,1
374,56,1
70,58,1
199,58,1
342,58,1
20,59,1
62,59,1
63,59,1
141,59,1
174,59,1
234,59,1
301,59,1
304,59,1
346,59,1
352,59,1
354,59,1
231,60,1
261,60,1
409,60,1
25,61,1
43,61,1
128,61,1
257,61,1
345,61,1
91,62,1
346,62,1
393,62,1
59,63,1
141,63,1
160,63,1
168,63,1
374,63,1
17,64,1
135,64,1
249,64,1
252,64,1
25,65,1
28,65,1
43,65,1
128,65,1
229,65,1
316,65,1
345,65,1
40,66,1
85,66,1
149,66,1
189,66,1
312,66,1
406,66,1
344,67,1
209,68,1
315,68,1
405,69,1
78,70,1
79,70,1
275,70,1
285,70,1
382,70,1
299,71,1
18,72,1
34,73,1
207,73,1
219,73,1
304,73,1
379,73,1
203,76,1
252,76,1
275,76,1
50,77,1
93,77,1
101,77,1
156,77,1
160,77,1
264,77,1
58,78,1
70,78,1
81,78,1
125,78,1
152,78,1
277,78,1
70,79,1
152,79,1
285,79,1
382,79,1
110,80,1
308,80,1
85,81,1
244,81,1
312,81,1
431,81,1
44,82,1
47,82,1
66,82,1
85,82,1
124,82,1
149,82,1
189,82,1
244,82,1
255,82,1
266,82,1
312,82,1
316,82,1
332,82,1
177,83,1
270,83,1
308,83,1
35,84,1
208,84,1
351,84,1
24,85,1
66,85,1
82,85,1
149,85,1
189,85,1
224,85,1
312,85,1
197,86,1
292,86,1
430,86,1
326,87,1
218,88,1
225,88,1
284,88,1
341,88,1
371,88,1
419,88,1
100,89,1
179,89,1
233,89,1
358,89,1
121,90,1
175,90,1
229,90,1
260,90,1
266,90,1
248,91,1
250,91,1
303,91,1
360,91,1
386,91,1
250,92,1
291,92,1
19,93,1
328,93,1
34,94,1
36,94,1
142,94,1
304,94,1
364,94,1
155,95,1
192,95,1
392,95,1
21,96,1
58,96,1
134,96,1
139,96,1
265,96,1
275,96,1
299,96,1
375,96,1
406,96,1
411,96,1
57,97,1
99,97,1
375,97,1
38,98,1
91,98,1
136,98,1
151,98,1
238,98,1
248,98,1
297,98,1
303,98,1
360,98,1
386,98,1
378,99,1
158,100,1
286,100,1
14,101,1
264,101,1
310,101,1
167,102,1
171,102,1
181,102,1
182,102,1
252,102,1
372,103,1
377,104,1
228,105,1
116,106,1
202,106,1
249,106,1
194,107,1
394,107,1
25,108,1
257,108,1
130,109,1
258,109,1
413,109,1
229,110,1
270,110,1
95,111,1
133,111,1
192,111,1
279,111,1
305,111,1
386,111,1
398,111,1
36,112,1
67,112,1
94,112,1
101,112,1
125,112,1
173,112,1
364,112,1
272,113,1
344,113,1
393,113,1
402,113,1
106,114,1
145,114,1
202,114,1
410,114,1
284,115,1
306,115,1
407,115,1
428,115,1
208,116,1
302,116,1
337,116,1
342,116,1
402,117,1
100,118,1
185,118,1
14,119,1
41,119,1
190,119,1
288,119,1
310,119,1
39,120,1
282,120,1
392,120,1
401,120,1
402,120,1
90,121,1
172,121,1
404,121,1
88,122,1
180,122,1
200,122,1
334,122,1
377,122,1
30,123,1
159,123,1
165,123,1
145,124,1
177,124,1
304,124,1
70,125,1
152,125,1
195,125,1
261,125,1
250,126,1
140,127,1
197,127,1
223,127,1
282,127,1
25,128,1
43,128,1
61,128,1
109,128,1
345,128,1
390,128,1
144,129,1
181,129,1
351,129,1
241,130,1
258,130,1
306,130,1
417,130,1
428,130,1
32,132,1
149,132,1
202,132,1
316,132,1
20,133,1
47,133,1
95,133,1
161,133,1
192,133,1
240,133,1
279,133,1
305,133,1
380,133,1
420,133,1
117,134,1
132,134,1
309,134,1
375,134,1
376,134,1
410,134,1
64,135,1
276,135,1
158,136,1
237,137,1
331,137,1
353,137,1
310,138,1
96,139,1
118,139,1
185,139,1
186,139,1
195,139,1
277,139,1
320,139,1
372,139,1
377,139,1
382,139,1
92,140,1
117,140,1
134,140,1
423,140,1
59,141,1
16,142,1
34,142,1
316,142,1
62,143,1
190,143,1
262,143,1
288,143,1
310,143,1
327,143,1
129,144,1
106,145,1
114,145,1
156,145,1
202,145,1
67,146,1
82,146,1
142,146,1
217,146,1
316,146,1
325,146,1
333,146,1
376,146,1
30,147,1
247,147,1
118,148,1
185,148,1
309,148,1
66,149,1
132,149,1
189,149,1
260,149,1
312,149,1
7,150,1
22,150,1
104,150,1
184,150,1
324,150,1
326,150,1
62,151,1
91,151,1
98,151,1
153,151,1
158,151,1
297,151,1
303,151,1
386,151,1
79,152,1
125,152,1
181,152,1
195,152,1
285,152,1
320,152,1
382,152,1
10,153,1
219,154,1
291,154,1
10,155,1
95,155,1
100,155,1
136,155,1
158,155,1
243,155,1
286,155,1
41,156,1
50,156,1
77,156,1
236,156,1
283,156,1
434,156,1
269,157,1
10,158,1
100,158,1
136,158,1
155,158,1
174,158,1
243,158,1
123,159,1
165,159,1
311,159,1
14,160,1
50,160,1
77,160,1
47,161,1
87,161,1
133,161,1
332,161,1
16,162,1
29,163,1
167,163,1
171,163,1
175,163,1
299,163,1
302,163,1
7,164,1
46,164,1
324,164,1
160,165,1
191,165,1
311,165,1
418,165,1
41,166,1
123,166,1
159,166,1
102,167,1
116,167,1
163,167,1
171,167,1
299,167,1
302,167,1
351,167,1
63,168,1
139,168,1
166,168,1
173,168,1
287,168,1
323,168,1
357,168,1
10,169,1
62,169,1
91,169,1
99,169,1
151,169,1
158,169,1
173,169,1
325,169,1
330,169,1
346,169,1
393,169,1
67,170,1
75,170,1
176,170,1
186,170,1
328,170,1
403,170,1
167,171,1
299,171,1
90,172,1
121,172,1
404,172,1
16,173,1
235,173,1
330,173,1
44,174,1
303,174,1
90,175,1
237,175,1
242,175,1
260,175,1
338,175,1
353,175,1
250,176,1
291,176,1
403,176,1
124,177,1
9,178,1
46,178,1
208,178,1
228,178,1
350,178,1
233,179,1
248,179,1
358,179,1
122,180,1
210,180,1
334,180,1
46,181,1
129,181,1
228,181,1
295,181,1
296,181,1
299,181,1
320,181,1
435,181,1
102,182,1
187,182,1
313,182,1
320,182,1
22,183,1
87,183,1
150,183,1
205,183,1
225,183,1
306,183,1
319,183,1
326,183,1
428,183,1
150,184,1
268,184,1
324,184,1
326,184,1
408,184,1
426,184,1
54,185,1
118,185,1
186,185,1
195,185,1
118,186,1
122,186,1
185,186,1
195,186,1
320,186,1
372,186,1
1,187,1
62,187,1
132,187,1
202,187,1
276,187,1
313,187,1
376,187,1
387,187,1
425,187,1
7,188,1
189,188,1
201,188,1
205,188,1
266,188,1
312,188,1
412,188,1
7,189,1
33,189,1
66,189,1
85,189,1
90,189,1
149,189,1
188,189,1
205,189,1
224,189,1
312,189,1
412,189,1
14,190,1
119,190,1
259,190,1
288,190,1
398,191,1
20,192,1
53,192,1
95,192,1
111,192,1
133,192,1
240,192,1
305,192,1
332,192,1
345,192,1
380,192,1
386,192,1
420,192,1
406,193,1
107,194,1
171,194,1
394,194,1
7,195,1
135,195,1
148,195,1
185,195,1
186,195,1
211,195,1
275,195,1
377,195,1
409,195,1
127,196,1
86,197,1
131,197,1
292,197,1
325,197,1
213,198,1
