"source","target","weight"
44,1,1
583,1,1
589,1,1
217,2,1
13,3,1
204,3,1
249,3,1
368,3,1
518,3,1
587,3,1
607,3,1
622,3,1
742,4,1
136,5,1
159,5,1
292,5,1
336,5,1
477,5,1
83,6,1
478,6,1
629,6,1
639,6,1
11,8,1
66,8,1
104,8,1
189,8,1
301,8,1
597,8,1
519,9,1
8,11,1
628,11,1
170,12,1
303,12,1
3,13,1
25,13,1
46,13,1
158,13,1
566,13,1
651,13,1
164,14,1
191,14,1
432,14,1
436,14,1
460,14,1
470,14,1
703,14,1
569,15,1
93,16,1
180,16,1
530,16,1
541,16,1
573,16,1
35,17,1
152,17,1
237,17,1
345,17,1
474,17,1
497,17,1
202,18,1
380,18,1
400,18,1
389,19,1
394,19,1
463,19,1
536,19,1
200,20,1
206,20,1
351,20,1
684,20,1
121,21,1
741,21,1
96,22,1
105,22,1
247,22,1
309,22,1
54,23,1
174,23,1
278,23,1
373,23,1
544,23,1
170,24,1
395,24,1
504,24,1
693,24,1
694,24,1
125,25,1
179,25,1
418,25,1
484,25,1
560,25,1
651,25,1
140,26,1
281,26,1
344,26,1
430,26,1
246,28,1
42,29,1
176,30,1
657,30,1
709,30,1
119,32,1
454,33,1
555,33,1
580,33,1
657,33,1
42,34,1
63,34,1
70,34,1
73,34,1
113,34,1
128,34,1
188,34,1
194,34,1
434,34,1
17,35,1
80,35,1
83,35,1
165,35,1
345,35,1
386,35,1
438,35,1
497,35,1
621,35,1
639,35,1
670,35,1
705,35,1
131,36,1
265,36,1
568,36,1
608,36,1
665,36,1
676,36,1
737,36,1
269,37,1
623,37,1
706,37,1
91,38,1
130,38,1
184,38,1
471,38,1
490,38,1
492,38,1
578,38,1
255,39,1
419,39,1
644,39,1
367,40,1
489,41,1
22,42,1
34,42,1
48,42,1
100,42,1
113,42,1
128,42,1
146,42,1
160,42,1
165,42,1
188,42,1
375,42,1
392,42,1
464,42,1
490,42,1
523,42,1
570,42,1
578,42,1
605,42,1
648,42,1
665,42,1
680,42,1
707,42,1
743,42,1
4,43,1
9,43,1
163,43,1
202,43,1
521,43,1
527,43,1
642,43,1
742,43,1
1,44,1
62,44,1
350,44,1
543,44,1
583,44,1
198,45,1
261,45,1
329,45,1
424,45,1
324,46,1
358,46,1
493,46,1
122,47,1
210,47,1
276,47,1
383,47,1
398,47,1
434,47,1
510,47,1
567,47,1
577,47,1
592,47,1
686,47,1
2,48,1
214,49,1
337,49,1
518,49,1
520,49,1
525,49,1
85,51,1
508,51,1
637,51,1
241,52,1
245,52,1
285,52,1
381,52,1
468,52,1
572,52,1
638,52,1
709,52,1
134,53,1
209,53,1
471,53,1
476,53,1
492,53,1
634,53,1
23,54,1
544,54,1
563,54,1
610,54,1
136,55,1
178,55,1
201,55,1
247,55,1
354,55,1
412,55,1
430,55,1
458,55,1
518,55,1
604,55,1
247,56,1
280,56,1
599,56,1
85,57,1
159,57,1
637,57,1
160,58,1
248,58,1
251,58,1
276,58,1
413,58,1
490,58,1
592,58,1
2,59,1
32,59,1
474,59,1
551,59,1
552,59,1
681,59,1
238,60,1
568,60,1
44,62,1
144,62,1
228,62,1
247,62,1
350,62,1
543,62,1
599,62,1
17,63,1
65,63,1
124,63,1
414,63,1
438,63,1
485,63,1
621,63,1
705,63,1
63,65,1
78,65,1
124,65,1
231,65,1
426,65,1
478,65,1
485,65,1
625,65,1
8,66,1
262,66,1
243,67,1
526,67,1
74,68,1
77,68,1
113,68,1
203,68,1
464,68,1
737,68,1
743,68,1
68,70,1
73,70,1
113,70,1
128,70,1
188,70,1
193,70,1
194,70,1
408,70,1
204,72,1
583,72,1
691,72,1
48,73,1
70,73,1
134,73,1
188,73,1
345,73,1
598,73,1
634,73,1
655,73,1
68,74,1
77,74,1
78,74,1
79,74,1
91,74,1
157,74,1
366,74,1
598,74,1
609,74,1
740,74,1
61,75,1
87,75,1
197,75,1
392,75,1
457,75,1
540,75,1
89,76,1
280,76,1
584,76,1
731,76,1
742,76,1
68,77,1
74,77,1
91,77,1
133,77,1
138,77,1
209,77,1
366,77,1
471,77,1
55,78,1
136,78,1
150,78,1
155,78,1
158,78,1
168,78,1
178,78,1
277,78,1
297,78,1
304,78,1
354,78,1
497,78,1
559,78,1
669,78,1
713,78,1
181,79,1
696,80,1
488,82,1
6,83,1
63,83,1
165,83,1
206,83,1
231,83,1
312,83,1
396,83,1
462,83,1
478,83,1
497,83,1
552,83,1
642,83,1
654,83,1
679,83,1
745,83,1
14,84,1
41,84,1
145,84,1
155,84,1
164,84,1
314,84,1
416,84,1
436,84,1
458,84,1
488,84,1
532,84,1
51,85,1
153,85,1
327,85,1
600,85,1
637,85,1
420,86,1
381,87,1
530,87,1
695,87,1
76,89,1
584,89,1
183,90,1
334,90,1
74,91,1
77,91,1
113,91,1
130,91,1
133,91,1
138,91,1
366,91,1
471,91,1
571,91,1
609,91,1
707,91,1
730,91,1
521,92,1
719,92,1
16,93,1
180,93,1
377,93,1
541,93,1
629,93,1
745,93,1
64,94,1
338,94,1
517,94,1
167,95,1
216,96,1
234,96,1
339,96,1
80,97,1
83,97,1
101,97,1
278,97,1
386,97,1
552,97,1
670,97,1
745,97,1
507,98,1
49,99,1
418,99,1
678,99,1
159,100,1
389,100,1
463,100,1
600,100,1
82,101,1
230,101,1
370,101,1
474,101,1
621,101,1
173,102,1
215,102,1
278,102,1
322,102,1
542,102,1
622,102,1
694,102,1
11,103,1
189,103,1
298,103,1
342,103,1
547,103,1
8,104,1
11,104,1
52,104,1
189,104,1
298,104,1
548,104,1
643,104,1
709,104,1
575,105,1
50,106,1
712,106,1
246,107,1
682,107,1
69,108,1
322,108,1
451,108,1
582,108,1
700,108,1
48,109,1
287,109,1
505,109,1
570,109,1
660,109,1
80,110,1
152,110,1
184,110,1
