"source","target","weight"
341,1,1
63,2,1
121,2,1
411,2,1
471,2,1
302,3,1
170,4,1
297,4,1
520,4,1
579,4,1
622,4,1
1,5,1
723,5,1
99,6,1
181,6,1
63,8,1
121,8,1
257,8,1
282,8,1
320,8,1
67,9,1
246,9,1
42,10,1
251,10,1
787,10,1
454,11,1
525,11,1
601,11,1
744,11,1
837,11,1
99,12,1
421,12,1
464,12,1
93,13,1
171,13,1
386,13,1
704,13,1
241,14,1
403,14,1
698,14,1
46,16,1
353,16,1
418,16,1
497,16,1
507,16,1
694,16,1
124,17,1
234,17,1
573,17,1
33,19,1
48,19,1
179,19,1
266,19,1
430,19,1
544,19,1
547,19,1
596,19,1
33,20,1
236,20,1
678,20,1
728,20,1
531,21,1
136,22,1
383,22,1
388,22,1
107,23,1
689,23,1
751,23,1
110,24,1
634,24,1
611,25,1
9,26,1
70,26,1
156,26,1
271,26,1
174,27,1
432,27,1
630,27,1
667,27,1
414,28,1
134,29,1
141,29,1
465,29,1
580,29,1
673,29,1
755,30,1
791,31,1
201,32,1
267,32,1
362,32,1
462,32,1
7,33,1
162,33,1
228,33,1
236,33,1
251,33,1
359,33,1
694,33,1
105,34,1
227,34,1
246,34,1
263,34,1
396,34,1
511,34,1
577,34,1
701,34,1
485,37,1
494,37,1
397,38,1
590,38,1
725,38,1
81,39,1
197,40,1
393,40,1
568,40,1
673,40,1
10,42,1
251,42,1
436,42,1
512,42,1
787,42,1
39,43,1
249,43,1
512,43,1
151,44,1
557,44,1
162,45,1
325,45,1
330,45,1
456,45,1
652,45,1
720,46,1
791,46,1
394,47,1
53,48,1
220,48,1
221,48,1
424,48,1
432,48,1
452,48,1
201,50,1
1045,50,1
277,51,1
467,52,1
743,52,1
187,53,1
293,53,1
625,53,1
316,55,1
365,55,1
836,55,1
853,55,1
862,55,1
683,56,1
68,57,1
168,57,1
398,57,1
274,58,1
866,58,1
867,58,1
934,58,1
164,59,1
717,59,1
166,60,1
213,61,1
242,61,1
291,62,1
306,62,1
358,62,1
464,62,1
537,62,1
620,62,1
669,62,1
695,62,1
717,62,1
2,63,1
8,63,1
257,63,1
291,63,1
407,63,1
256,64,1
591,65,1
650,65,1
666,65,1
742,65,1
149,66,1
191,66,1
200,66,1
208,66,1
250,66,1
262,66,1
413,66,1
431,66,1
502,66,1
583,66,1
689,66,1
26,67,1
57,68,1
212,68,1
334,68,1
364,68,1
398,68,1
403,68,1
464,68,1
499,68,1
639,68,1
1045,68,1
22,69,1
362,69,1
556,69,1
650,69,1
666,69,1
26,70,1
136,70,1
603,70,1
643,70,1
953,70,1
377,71,1
463,71,1
987,72,1
688,73,1
367,74,1
133,75,1
480,75,1
51,76,1
71,76,1
187,76,1
384,76,1
465,76,1
210,77,1
7,78,1
20,78,1
552,79,1
646,79,1
726,79,1
136,80,1
784,80,1
39,81,1
83,81,1
88,81,1
162,81,1
230,81,1
710,81,1
9,83,1
81,83,1
88,83,1
136,83,1
139,83,1
162,83,1
321,83,1
349,83,1
354,83,1
388,83,1
710,83,1
785,83,1
20,84,1
95,84,1
98,84,1
108,84,1
189,84,1
410,84,1
412,84,1
468,84,1
522,84,1
740,84,1
117,85,1
397,85,1
404,85,1
511,85,1
549,85,1
250,86,1
281,86,1
353,86,1
644,86,1
666,86,1
11,87,1
152,87,1
189,87,1
281,87,1
412,87,1
468,87,1
549,87,1
649,87,1
651,87,1
654,87,1
39,88,1
81,88,1
485,88,1
514,88,1
578,88,1
625,88,1
327,89,1
542,89,1
514,90,1
66,91,1
123,91,1
142,91,1
150,91,1
191,91,1
200,91,1
206,91,1
231,91,1
255,91,1
425,91,1
440,91,1
444,91,1
517,91,1
613,91,1
59,92,1
26,93,1
325,93,1
396,93,1
527,94,1
731,94,1
79,95,1
98,95,1
189,95,1
208,95,1
332,95,1
552,95,1
644,95,1
646,95,1
689,95,1
726,95,1
727,95,1
240,96,1
434,96,1
709,96,1
191,97,1
194,97,1
297,97,1
318,97,1
416,97,1
507,97,1
633,97,1
667,97,1
23,98,1
95,98,1
189,98,1
208,98,1
416,98,1
514,98,1
646,98,1
689,98,1
182,99,1
733,99,1
109,100,1
319,101,1
341,101,1
515,101,1
554,101,1
488,102,1
578,102,1
762,102,1
191,103,1
219,103,1
398,103,1
502,103,1
686,103,1
755,103,1
112,104,1
263,104,1
213,105,1
248,105,1
309,105,1
365,105,1
511,105,1
771,105,1
109,106,1
153,106,1
228,106,1
367,106,1
374,106,1
448,106,1
544,106,1
571,106,1
578,106,1
765,106,1
571,107,1
580,107,1
596,107,1
402,108,1
497,108,1
740,108,1
100,109,1
266,109,1
430,109,1
547,109,1
748,109,1
457,110,1
23,112,1
93,112,1
162,112,1
166,112,1
229,112,1
230,112,1
447,112,1
730,112,1
752,112,1
87,114,1
412,114,1
649,114,1
654,114,1
443,115,1
636,116,1
722,116,1
85,117,1
220,117,1
271,117,1
549,117,1
586,117,1
177,118,1
282,118,1
701,118,1
546,119,1
179,120,1
432,120,1
596,120,1
630,120,1
168,121,1
318,121,1
436,121,1
99,122,1
295,122,1
200,123,1
255,123,1
269,123,1
393,123,1
431,123,1
168,124,1
175,124,1
254,124,1
733,124,1
93,125,1
325,125,1
306,126,1
669,126,1
744,127,1
110,128,1
520,128,1
533,128,1
199,129,1
287,129,1
576,131,1
738,131,1
722,132,1
29,134,1
42,134,1
141,134,1
332,134,1
432,134,1
580,134,1
410,135,1
436,135,1
522,135,1
80,136,1
245,136,1
22,138,1
272,138,1
295,138,1
312,138,1
55,139,1
354,139,1
338,140,1
29,141,1
134,141,1
580,141,1
540,142,1
709,142,1
219,143,1
250,143,1
623,143,1
88,144,1
22,145,1
136,145,1
624,145,1
785,145,1
640,146,1
191,149,1
207,149,1
208,149,1
16,150,1
91,150,1
123,150,1
142,150,1
200,150,1
231,150,1
255,150,1
258,150,1
287,150,1
332,150,1
353,150,1
455,150,1
497,150,1
507,150,1
613,150,1
648,150,1
692,150,1
694,150,1
709,150,1
751,150,1
713,151,1
759,151,1
421,152,1
458,152,1
705,152,1
765,153,1
86,154,1
149,154,1
170,154,1
191,154,1
600,154,1
689,154,1
598,155,1
70,156,1
341,156,1
388,156,1
420,156,1
167,157,1
194,157,1
229,157,1
137,158,1
177,158,1
251,158,1
313,158,1
569,158,1
640,158,1
194,159,1
418,159,1
667,159,1
68,160,1
788,160,1
374,161,1
45,162,1
354,162,1
485,163,1
240,164,1
488,164,1
695,164,1
168,165,1
175,165,1
525,166,1
752,166,1
41,167,1
625,167,1
57,168,1
790,168,1
151,169,1
186,169,1
300,169,1
570,169,1
707,169,1
715,169,1
4,170,1
154,170,1
452,170,1
541,170,1
544,170,1
547,170,1
677,170,1
139,171,1
349,171,1
420,171,1
472,171,1
771,171,1
785,171,1
865,171,1
897,171,1
1063,171,1
197,172,1
107,173,1
418,173,1
508,173,1
787,173,1
1029,173,1
165,175,1
464,175,1
580,175,1
362,176,1
460,176,1
472,176,1
508,176,1
579,176,1
772,176,1
291,177,1
10,178,1
42,178,1
251,178,1
787,178,1
19,179,1
251,179,1
579,179,1
741,179,1
181,180,1
733,180,1
531,181,1
99,182,1
164,182,1
264,182,1
374,182,1
662,182,1
733,182,1
503,183,1
738,183,1
110,184,1
260,184,1
267,184,1
476,184,1
613,184,1
674,184,1
260,185,1
340,185,1
402,185,1
414,185,1
541,185,1
596,185,1
54,186,1
300,186,1
540,186,1
592,186,1
76,187,1
241,187,1
471,187,1
588,187,1
325,188,1
782,188,1
79,189,1
87,189,1
95,189,1
98,189,1
240,190,1
278,190,1
333,190,1
336,190,1
387,190,1
523,190,1
66,191,1
91,191,1
97,191,1
154,191,1
205,191,1
228,191,1
402,191,1
416,191,1
536,191,1
706,191,1
716,191,1
221,192,1
264,192,1
480,193,1
232,194,1
762,194,1
769,194,1
97,195,1
338,195,1
352,195,1
411,195,1
468,195,1
693,195,1
749,195,1
80,196,1
201,196,1
227,196,1
362,196,1
395,196,1
404,196,1
