"source","target","weight"
56,1,1
148,1,1
352,1,1
438,1,1
520,1,1
760,1,1
127,2,1
144,2,1
410,2,1
424,2,1
626,2,1
943,2,1
171,3,1
222,3,1
493,3,1
531,3,1
627,3,1
858,3,1
127,4,1
149,4,1
367,4,1
786,4,1
797,4,1
912,4,1
123,5,1
168,5,1
211,5,1
374,5,1
549,5,1
551,5,1
769,5,1
37,6,1
96,6,1
348,6,1
397,6,1
767,6,1
769,6,1
796,6,1
108,7,1
199,7,1
226,7,1
340,7,1
489,7,1
555,7,1
603,7,1
688,7,1
874,7,1
25,8,1
202,8,1
290,8,1
390,8,1
454,8,1
795,8,1
826,8,1
847,8,1
946,8,1
137,9,1
254,9,1
732,9,1
764,9,1
63,11,1
556,11,1
118,12,1
185,12,1
193,12,1
236,12,1
243,12,1
283,12,1
386,12,1
451,12,1
456,12,1
556,12,1
637,12,1
836,12,1
929,12,1
68,13,1
176,13,1
201,13,1
210,13,1
255,13,1
313,13,1
408,13,1
911,13,1
57,14,1
237,14,1
383,14,1
391,14,1
479,14,1
610,14,1
839,14,1
160,15,1
238,15,1
243,15,1
802,15,1
23,16,1
136,16,1
151,16,1
347,16,1
408,16,1
640,16,1
705,16,1
722,16,1
723,16,1
772,16,1
872,16,1
65,17,1
93,17,1
104,17,1
445,17,1
549,17,1
733,17,1
744,17,1
320,18,1
598,18,1
843,18,1
160,19,1
213,19,1
336,19,1
491,19,1
518,19,1
544,19,1
935,19,1
178,20,1
59,21,1
456,21,1
483,21,1
531,21,1
665,21,1
681,21,1
707,21,1
732,21,1
877,21,1
920,21,1
76,22,1
400,22,1
522,22,1
540,22,1
583,22,1
898,22,1
558,23,1
577,23,1
633,23,1
673,23,1
745,23,1
760,23,1
803,23,1
197,24,1
214,24,1
394,24,1
782,24,1
114,25,1
173,25,1
216,26,1
255,26,1
908,26,1
64,27,1
398,27,1
475,27,1
521,27,1
528,27,1
640,27,1
678,27,1
757,27,1
933,27,1
155,28,1
307,28,1
18,29,1
217,29,1
320,29,1
562,29,1
598,29,1
64,30,1
405,30,1
760,30,1
125,31,1
198,31,1
321,31,1
372,31,1
429,31,1
641,31,1
674,31,1
707,31,1
714,31,1
897,31,1
921,31,1
926,31,1
251,32,1
503,32,1
529,32,1
591,32,1
594,32,1
690,32,1
753,33,1
775,33,1
62,34,1
289,34,1
370,34,1
372,34,1
498,34,1
652,34,1
796,34,1
831,34,1
897,34,1
898,34,1
902,34,1
926,34,1
57,35,1
137,35,1
408,35,1
433,35,1
655,35,1
73,36,1
330,36,1
333,36,1
3,37,1
42,37,1
95,37,1
104,37,1
116,37,1
268,37,1
340,37,1
396,37,1
481,37,1
516,37,1
570,37,1
611,37,1
641,37,1
709,37,1
911,37,1
945,37,1
341,38,1
388,38,1
450,38,1
745,38,1
65,39,1
96,39,1
161,40,1
209,40,1
294,40,1
350,40,1
422,40,1
880,40,1
907,40,1
938,40,1
944,40,1
118,42,1
236,42,1
396,42,1
413,42,1
516,42,1
552,42,1
108,43,1
199,43,1
218,43,1
227,43,1
417,43,1
627,43,1
682,43,1
750,43,1
784,43,1
878,43,1
256,44,1
296,44,1
413,44,1
588,44,1
945,46,1
129,47,1
173,47,1
202,47,1
310,47,1
389,47,1
433,47,1
490,47,1
534,47,1
541,47,1
618,47,1
641,47,1
805,47,1
860,47,1
51,48,1
60,48,1
205,48,1
446,48,1
634,48,1
790,48,1
817,48,1
842,48,1
865,48,1
871,48,1
816,49,1
914,49,1
72,50,1
75,50,1
192,50,1
261,50,1
304,50,1
896,50,1
24,51,1
262,51,1
417,51,1
487,52,1
766,52,1
905,52,1
169,53,1
326,53,1
382,53,1
551,53,1
699,54,1
791,54,1
845,54,1
259,55,1
894,55,1
150,56,1
35,57,1
126,57,1
391,57,1
472,57,1
628,57,1
811,57,1
10,58,1
36,58,1
79,58,1
165,58,1
173,58,1
273,58,1
330,58,1
332,58,1
333,58,1
574,58,1
579,58,1
580,58,1
692,58,1
726,58,1
741,58,1
70,59,1
310,59,1
318,59,1
337,59,1
366,59,1
456,59,1
483,59,1
578,59,1
600,59,1
665,59,1
877,59,1
908,59,1
920,59,1
48,60,1
185,60,1
816,60,1
368,61,1
800,61,1
34,62,1
363,62,1
11,63,1
471,63,1
503,63,1
506,63,1
556,63,1
589,63,1
30,64,1
446,64,1
602,64,1
933,64,1
17,65,1
66,65,1
96,65,1
348,65,1
465,65,1
614,65,1
250,66,1
436,66,1
481,66,1
614,66,1
884,66,1
240,67,1
254,67,1
255,67,1
121,68,1
210,68,1
582,68,1
809,68,1
15,69,1
146,69,1
250,69,1
295,69,1
324,69,1
340,69,1
362,69,1
381,69,1
423,69,1
439,69,1
511,69,1
555,69,1
59,70,1
68,70,1
318,70,1
456,70,1
481,70,1
600,70,1
920,70,1
54,71,1
125,71,1
130,71,1
135,71,1
156,71,1
268,71,1
407,71,1
477,71,1
481,71,1
611,71,1
674,71,1
699,71,1
809,71,1
860,71,1
50,72,1
75,72,1
140,72,1
248,72,1
261,72,1
775,72,1
793,72,1
36,73,1
148,73,1
330,73,1
377,73,1
569,73,1
731,73,1
753,73,1
887,73,1
907,73,1
106,74,1
114,74,1
287,74,1
412,74,1
512,74,1
583,74,1
591,74,1
663,74,1
690,74,1
717,74,1
780,74,1
816,74,1
50,75,1
220,75,1
264,75,1
292,75,1
361,75,1
507,75,1
563,75,1
597,75,1
643,75,1
22,76,1
62,76,1
390,76,1
602,76,1
615,76,1
946,76,1
81,77,1
85,77,1
377,77,1
759,77,1
173,78,1
267,78,1
349,78,1
477,78,1
533,78,1
634,78,1
725,78,1
936,78,1
58,79,1
380,79,1
834,80,1
377,81,1
404,82,1
462,82,1
688,82,1
78,83,1
195,83,1
349,83,1
477,83,1
516,83,1
634,83,1
737,83,1
740,83,1
748,83,1
892,84,1
895,84,1
843,85,1
568,86,1
193,87,1
193,88,1
294,89,1
568,89,1
205,90,1
208,90,1
633,90,1
792,90,1
346,91,1
388,91,1
496,91,1
602,91,1
745,91,1
180,92,1
190,92,1
841,92,1
12,93,1
17,93,1
22,93,1
54,93,1
65,93,1
104,93,1
113,93,1
216,93,1
291,93,1
315,93,1
332,93,1
370,93,1
386,93,1
396,93,1
416,93,1
549,93,1
744,93,1
767,93,1
854,93,1
128,94,1
98,95,1
157,95,1
245,95,1
